bits,i,size,S,X,Stime,Xtime
5,31,10000000,18446744008615052340,18446744055180452028,1507.4394,1471.5626
5,32,10000000,18446744008615052340,18446744046136301500,1518.0662,1463.5279
5,33,10000000,18446744008615052340,18446744034383606116,1508.5833,1467.6535
5,34,10000000,18446744008615052340,18446744051563058636,1530.2227,1455.6406
5,35,10000000,18446744008615052340,18446744052468990492,1518.0056,1455.241
5,36,10000000,18446744008615052340,18446744047043066700,1520.6263,1463.4163
5,37,10000000,18446744008615052340,18446744042975624036,1530.5853,1457.015
5,38,10000000,18446744008615052340,18446744042974374044,1506.4885,1449.1609
5,39,10000000,18446744008615052340,18446744038455215444,1528.2586,1446.5313
5,40,10000000,18446744008615052340,18446744047044316724,1522.8265,1462.019
5,41,10000000,18446744008615052340,18446744045683335580,1509.1597,1457.6478
5,42,10000000,18446744008615052340,18446744059702110636,1504.1451,1458.5214
5,43,10000000,18446744008615052340,18446744042974374028,1538.8298,1460.3198
5,44,10000000,18446744008615052340,18446744042068025516,1519.0313,1478.7486
5,45,10000000,18446744008615052340,18446744033479757588,1507.2393,1469.8799
5,46,10000000,18446744008615052340,18446744041615059596,1491.4799,1459.9155
5,47,10000000,18446744008615052340,18446744046588850788,1507.5706,1476.7599
5,48,10000000,18446744008615052340,18446744050657126780,1526.138,1455.0316
5,49,10000000,18446744008615052340,18446744050657543444,1505.2562,1460.3257
5,50,10000000,18446744008615052340,18446744047947748564,1514.1416,1454.9391
5,51,10000000,18446744008615052340,18446744052471907156,1494.5926,1451.0912
5,52,10000000,18446744008615052340,18446744043880722564,1515.8498,1452.5882
5,53,10000000,18446744008615052340,18446744047042233372,1553.1373,1450.6329
5,54,10000000,18446744008615052340,18446744053821137588,1509.6917,1470.1764
5,55,10000000,18446744008615052340,18446744042522241452,1505.8312,1458.4997
5,56,10000000,18446744008615052340,18446744047496865964,1499.7063,1459.4758
5,57,10000000,18446744008615052340,18446744050204994180,1519.9206,1459.2064
5,58,10000000,18446744008615052340,18446744043881139228,1514.9518,1461.9752
5,59,10000000,18446744008615052340,18446744033478507596,1489.2268,1444.0852
5,60,10000000,18446744008615052340,18446744043428173308,1503.9441,1448.4338
5,61,10000000,18446744008615052340,18446744049752028244,1506.2693,1457.964
5,62,10000000,18446744008615052340,18446744046588850772,1512.3613,1451.1327
5,63,10000000,18446744008615052340,18446744043427339964,1520.8349,1459.0864
5,64,10000000,18446744008615052340,18446744047043900036,1519.2416,1458.7673
5,65,10000000,18446744008615052340,18446744047496865972,1505.57,1452.8814
5,66,10000000,18446744008615052340,18446744047948165228,1497.3685,1445.3595
5,67,10000000,18446744008615052340,18446744046137551516,1491.6098,1438.8303
5,68,10000000,18446744008615052340,18446744046137134852,1500.1875,1479.0147
5,69,10000000,18446744008615052340,18446744056993149092,1530.7952,1454.2419
5,70,10000000,18446744008615052340,18446744046590100772,1509.503,1462.5889
5,71,10000000,18446744008615052340,18446744047497699300,1503.0085,1455.1399
5,72,10000000,18446744008615052340,18446744052470240484,1505.6886,1449.8572
5,73,10000000,18446744008615052340,18446744060156743228,1515.3466,1484.838
5,74,10000000,18446744008615052340,18446744046591767436,1506.7346,1480.6832
5,75,10000000,18446744008615052340,18446744052468573820,1530.2422,1457.3265
5,76,10000000,18446744008615052340,18446744046137134844,1502.835,1473.5784
5,77,10000000,18446744008615052340,18446744046138384852,1517.3877,1459.452
5,78,10000000,18446744008615052340,18446744047042233364,1515.5981,1468.1858
5,79,10000000,18446744008615052340,18446744042975207372,1501.3153,1451.9047
5,80,10000000,18446744008615052340,18446744059249144700,1532.9943,1452.1137
5,81,10000000,18446744008615052340,18446744046135884836,1521.0544,1482.7999
5,82,10000000,18446744008615052340,18446744052016857908,1510.3595,1447.8226
5,83,10000000,18446744008615052340,18446744044332855164,1496.237,1470.7616
5,84,10000000,18446744008615052340,18446744042975207364,1522.608,1472.2897
5,85,10000000,18446744008615052340,18446744046137551516,1517.2556,1454.0612
5,86,10000000,18446744008615052340,18446744043881139228,1505.9212,1450.4678
5,87,10000000,18446744008615052340,18446744046589684116,1496.12,1469.0048
5,88,10000000,18446744008615052340,18446744051112176044,1510.8344,1466.3824
5,89,10000000,18446744008615052340,18446744052017691228,1506.5797,1442.9921
5,90,10000000,18446744008615052340,18446744055634251292,1501.3796,1448.0001
5,91,10000000,18446744008615052340,18446744047041816700,1520.9418,1461.8398
5,92,10000000,18446744008615052340,18446744051565975300,1531.6599,1460.7793
5,93,10000000,18446744008615052340,18446744052018107892,1510.0816,1482.7844
5,94,10000000,18446744008615052340,18446744042069275516,1515.4839,1452.8108
5,95,10000000,18446744008615052340,18446744046590934116,1517.7299,1457.0002
5,96,10000000,18446744008615052340,18446744047495615972,1516.6294,1473.0736
5,97,10000000,18446744008615052340,18446744043426506644,1504.6116,1459.3373
5,98,10000000,18446744008615052340,18446744046137551500,1512.0049,1458.8405
5,99,10000000,18446744008615052340,18446744051564725300,1517.9215,1470.3854
6,0,10000000,18446743972442825284,18446744016072572124,1526.4764,1451.01
6,1,10000000,18446743972442825284,18446744022624389396,1530.4581,1474.0052
6,2,10000000,18446743972442825284,18446744009967220468,1511.7996,1454.4728
6,3,10000000,18446743972442825284,18446744019461190916,1530.6422,1469.0956
6,4,10000000,18446743972442825284,18446744014940782308,1533.8699,1450.3766
6,5,10000000,18446743972442825284,18446744020591501396,1533.3861,1444.4449
6,6,10000000,18446743972442825284,18446744009739487500,1506.2019,1459.3196
6,7,10000000,18446743972442825284,18446744013357943580,1516.9378,1478.228
6,8,10000000,18446743972442825284,18446744011552580212,1514.8362,1461.3862
6,9,10000000,18446743972442825284,18446744009062351284,1503.2909,1460.3841
6,10,10000000,18446743972442825284,18446744012001150132,1514.7519,1466.3279
6,11,10000000,18446743972442825284,18446744023303192284,1514.1819,1467.8685
6,12,10000000,18446743972442825284,18446744008159565436,1512.5346,1456.1968
6,13,10000000,18446743972442825284,18446744017652910860,1519.2125,1457.9067
6,14,10000000,18446743972442825284,18446744014488670740,1515.4624,1450.6031
6,15,10000000,18446743972442825284,18446744013809430172,1511.7246,1459.4451
6,16,10000000,18446743972442825284,18446744011324638916,1503.2817,1461.1766
6,17,10000000,18446743972442825284,18446744016522392060,1527.0438,1457.9016
6,18,10000000,18446743972442825284,18446744010871672980,1523.8206,1457.0217
6,19,10000000,18446743972442825284,18446744026016779164,1516.6831,1478.7089
6,20,10000000,18446743972442825284,18446744023755533204,1558.0703,1468.3424
6,21,10000000,18446743972442825284,18446744025790296212,1533.3724,1451.7455
6,22,10000000,18446743972442825284,18446744023756158204,1527.4618,1456.3439
6,23,10000000,18446743972442825284,18446744019234707956,1513.6271,1472.0014
6,24,10000000,18446743972442825284,18446744017652494196,1521.366,1449.6169
6,25,10000000,18446743972442825284,18446744025790504524,1518.491,1471.2035
6,26,10000000,18446743972442825284,18446744020139598132,1544.9078,1476.4882
6,27,10000000,18446743972442825284,18446744020818401020,1518.8728,1485.2573
6,28,10000000,18446743972442825284,18446744019460357572,1524.5127,1466.2392
6,29,10000000,18446743972442825284,18446744015166431956,1544.9646,1462.722
6,30,10000000,18446743972442825284,18446744020590043068,1555.5047,1475.2103
6,31,10000000,18446743972442825284,18446744021722020196,1557.8258,1462.5478
6,32,10000000,18446743972442825284,18446744012226383108,1542.1191,1463.1025
6,33,10000000,18446743972442825284,18446744009063601276,1542.3648,1458.8548
6,34,10000000,18446743972442825284,18446744015618564540,1522.8724,1471.5529
6,35,10000000,18446743972442825284,18446744012904560988,1517.9449,1508.2348
6,36,10000000,18446743972442825284,18446744020137702124,1527.723,1468.725
6,37,10000000,18446743972442825284,18446744020817151020,1529.2014,1494.8879
6,38,10000000,18446743972442825284,18446744009062559620,1529.3751,1459.9627
6,39,10000000,18446743972442825284,18446744031892501868,1529.2537,1478.8385
6,40,10000000,18446743972442825284,18446744018330880444,1515.0329,1473.6381
6,41,10000000,18446743972442825284,18446744019459940908,1558.073,1465.569
6,42,10000000,18446743972442825284,18446744016521975388,1513.2812,1459.0858
6,43,10000000,18446743972442825284,18446744016522392052,1506.1636,1460.3999
6,44,10000000,18446743972442825284,18446744012227633076,1518.9115,1450.8606
6,45,10000000,18446743972442825284,18446744013582759876,1529.4538,1468.416
6,46,10000000,18446743972442825284,18446744012227633084,1529.6598,1443.1447
6,47,10000000,18446743972442825284,18446744010419978068,1484.4911,1469.4634
6,48,10000000,18446743972442825284,18446744014715987028,1505.49,1447.5498
6,49,10000000,18446743972442825284,18446744022626264412,1518.9317,1454.0523
6,50,10000000,18446743972442825284,18446744027602347244,1554.4697,1440.9316
6,51,10000000,18446743972442825284,18446744012001983452,1525.7226,1448.3322
6,52,10000000,18446743972442825284,18446744017427261236,1515.1285,1469.8659
6,53,10000000,18446743972442825284,18446744003865014812,1503.5217,1463.3969
6,54,10000000,18446743972442825284,18446744014488045724,1527.8864,1455.5954
6,55,10000000,18446743972442825284,18446744022397489772,1527.6965,1486.0283
6,56,10000000,18446743972442825284,18446744015845047500,1513.8986,1451.3478
6,57,10000000,18446743972442825284,18446744013357943564,1534.7379,1446.4189
6,58,10000000,18446743972442825284,18446744022625639396,1517.7997,1451.684
6,59,10000000,18446743972442825284,18446744014263021100,1506.8174,1455.7773
6,60,10000000,18446743972442825284,18446744008836909972,1499.6514,1469.5107
6,61,10000000,18446743972442825284,18446744024885843684,1529.6481,1468.3796
6,62,10000000,18446743972442825284,18446744023982224500,1529.5391,1454.6544
6,63,10000000,18446743972442825284,18446744007029463276,1522.5236,1453.4392
6,64,10000000,18446743972442825284,18446744022399156420,1517.3127,1465.1997
6,65,10000000,18446743972442825284,18446744023530300244,1520.2043,1455.0759
6,66,10000000,18446743972442825284,18446744003638115156,1510.8073,1452.9222
6,67,10000000,18446743972442825284,18446744018784471364,1512.5103,1462.3137
6,68,10000000,18446743972442825284,18446744012001566804,1504.4453,1453.672
6,69,10000000,18446743972442825284,18446744016071738804,1501.617,1443.1167
6,70,10000000,18446743972442825284,18446744014035079804,1495.1433,1458.5198
6,71,10000000,18446743972442825284,18446744015164765284,1489.354,1442.6015
6,72,10000000,18446743972442825284,18446744015618772868,1514.9047,1445.463
6,73,10000000,18446743972442825284,18446744016069426132,1502.7796,1454.6757
6,74,10000000,18446743972442825284,18446744017426219588,1503.222,1441.2538
6,75,10000000,18446743972442825284,18446744013358985236,1505.6804,1456.8395
6,76,10000000,18446743972442825284,18446744023983266172,1513.1494,1451.9834
6,77,10000000,18446743972442825284,18446744014262396092,1504.7886,1449.7337
6,78,10000000,18446743972442825284,18446744013811951164,1505.1525,1457.8749
6,79,10000000,18446743972442825284,18446744012906227660,1514.731,1465.5269
6,80,10000000,18446743972442825284,18446744009290917572,1495.4606,1444.9843
6,81,10000000,18446743972442825284,18446744007933915804,1507.4175,1452.5073
6,82,10000000,18446743972442825284,18446744020364185076,1492.6827,1470.5008
6,83,10000000,18446743972442825284,18446744016295284092,1517.1412,1456.5795
6,84,10000000,18446743972442825284,18446744014489712412,1498.4366,1446.3877
6,85,10000000,18446743972442825284,18446744012002191796,1503.8373,1471.2599
6,86,10000000,18446743972442825284,18446744016523850412,1500.8735,1466.5141
6,87,10000000,18446743972442825284,18446744014489712412,1508.6051,1452.3097
6,88,10000000,18446743972442825284,18446744006576497356,1496.4059,1462.2646
6,89,10000000,18446743972442825284,18446744012905602660,1506.6837,1452.0055
6,90,10000000,18446743972442825284,18446744015166848612,1490.374,1449.0761
6,91,10000000,18446743972442825284,18446744020590043052,1497.4406,1469.6211
6,92,10000000,18446743972442825284,18446744014261562772,1513.2642,1449.2637
6,93,10000000,18446743972442825284,18446744010192870108,1507.4578,1456.7374
6,94,10000000,18446743972442825284,18446744029407918948,1514.717,1462.4075
6,95,10000000,18446743972442825284,18446744007029254948,1497.3084,1451.9638
6,96,10000000,18446743972442825284,18446744023528633572,1511.0739,1446.2197
6,97,10000000,18446743972442825284,18446744007030296612,1506.0462,1470.3514
6,98,10000000,18446743972442825284,18446744024210582468,1531.4197,1452.3125
6,99,10000000,18446743972442825284,18446744015166431948,1519.3586,1450.1976
7,0,10000000,86805590392,17181239230,1513.5856,1476.641
7,1,10000000,86805590392,26902525942,1521.5108,1445.6915
7,2,10000000,86805590392,33230386488,1524.7227,1455.093
7,3,10000000,86805590392,12660210896,1514.0401,1460.7753
7,4,10000000,86805590392,21477253416,1514.6702,1461.1415
7,5,10000000,86805590392,15600473322,1520.1164,1454.8399
7,6,10000000,86805590392,24415849202,1511.2715,1455.4015
7,7,10000000,86805590392,16278765858,1522.2064,1459.3615
7,8,10000000,86805590392,14922394340,1517.8409,1439.2153
7,9,10000000,86805590392,27580714354,1522.1496,1463.2713
7,10,10000000,86805590392,20571748764,1563.3258,1476.4817
7,11,10000000,86805590392,17182072534,1540.8154,1461.9469
7,12,10000000,86805590392,33457593418,1540.9022,1455.1572
7,13,10000000,86805590392,17181348644,1532.7644,1468.5802
7,14,10000000,86805590392,14468496162,1501.3893,1446.238
7,15,10000000,86805590392,11756482274,1507.2104,1454.5978
7,16,10000000,86805590392,18990571402,1539.9019,1477.6206
7,17,10000000,86805590392,11305302916,1513.1059,1464.2828
7,18,10000000,86805590392,24415843976,1526.4471,1447.4175
7,19,10000000,86805590392,10851717278,1534.3478,1452.0775
7,20,10000000,86805590392,5427272822,1550.4059,1455.9127
7,21,10000000,86805590392,11078304394,1519.0509,1459.5597
7,22,10000000,86805590392,9496283236,1543.2622,1466.7658
7,23,10000000,86805590392,24415739788,1509.5301,1449.1612
7,24,10000000,86805590392,8591825482,1522.1187,1463.3228
7,25,10000000,86805590392,9269279456,1537.4861,1447.6534
7,26,10000000,86805590392,34587695546,1527.7752,1460.8673
7,27,10000000,86805590392,21250562136,1503.0606,1456.7533
7,28,10000000,86805590392,26902421786,1520.0786,1455.443
7,29,10000000,86805590392,31422304316,1509.138,1448.2366
7,30,10000000,86805590392,17181447542,1531.4222,1458.8038
7,31,10000000,86805590392,16503368568,1513.1642,1450.1523
7,32,10000000,86805590392,28483812702,1509.6733,1466.6444
7,33,10000000,86805590392,23737452478,1523.1188,1470.9479
7,34,10000000,86805590392,10400011810,1528.3948,1468.2714
7,35,10000000,86805590392,21477039862,1520.3876,1448.5601
7,36,10000000,86805590392,27354856386,1508.0997,1466.9282
7,37,10000000,86805590392,2940382472,1518.3636,1458.4219
7,38,10000000,86805590392,18085697000,1530.8692,1449.1503
7,39,10000000,86805590392,14921144316,1512.0684,1468.9891
7,40,10000000,86805590392,21250457980,1539.2063,1458.458
7,41,10000000,86805590392,21927807814,1529.716,1461.7544
7,42,10000000,86805590392,30971640544,1522.0551,1469.2824
7,43,10000000,86805590392,40917733092,1517.1719,1459.9598
7,44,10000000,86805590392,23738077478,1526.325,1480.8124
7,45,10000000,86805590392,24415114780,1505.5783,1466.167
7,46,10000000,86805590392,21025021918,1556.8685,1457.7727
7,47,10000000,86805590392,38657330944,1514.1033,1468.0262
7,48,10000000,86805590392,20346000194,1500.7762,1445.4767
7,49,10000000,86805590392,17860156790,1516.7233,1454.136
7,50,10000000,86805590392,10174258022,1514.0319,1450.4936
7,51,10000000,86805590392,15599431658,1514.4246,1450.6657
7,52,10000000,86805590392,16278036710,1515.2059,1447.231
7,53,10000000,86805590392,17635241556,1514.6726,1453.8665
7,54,10000000,86805590392,18446744072581345580,1513.1143,1466.4916
7,55,10000000,86805590392,20120986062,1512.0081,1446.3968
7,56,10000000,86805590392,26674688810,1507.7656,1445.0327
7,57,10000000,86805590392,37978725884,1501.4295,1451.3929
7,58,10000000,86805590392,3618675056,1519.5642,1441.7917
7,59,10000000,86805590392,9723594290,1512.5983,1451.4633
7,60,10000000,86805590392,23962888508,1493.9129,1443.8431
7,61,10000000,86805590392,24867658794,1508.6699,1455.6781
7,62,10000000,86805590392,23511078948,1512.5031,1445.1873
7,63,10000000,86805590392,18446744070998699430,1521.7232,1445.7725
7,64,10000000,86805590392,18086009468,1505.6333,1444.4595
7,65,10000000,86805590392,14018249062,1499.3423,1454.8574
7,66,10000000,86805590392,37300120832,1515.857,1446.8446
7,67,10000000,86805590392,25544800260,1514.2771,1455.0122
7,68,10000000,86805590392,19893982250,1517.4049,1466.1404
7,69,10000000,86805590392,15373683080,1519.3796,1459.8498
7,70,10000000,86805590392,18537923264,1514.6909,1453.5758
7,71,10000000,86805590392,27579042432,1524.3962,1461.4759
7,72,10000000,86805590392,12885542754,1515.8814,1456.7991
7,73,10000000,86805590392,18989732824,1515.051,1452.9324
7,74,10000000,86805590392,18311341366,1514.7085,1449.3307
7,75,10000000,86805590392,21250666316,1519.2398,1455.728
7,76,10000000,86805590392,22833203020,1517.4091,1451.9896
7,77,10000000,86805590392,21476414878,1527.6974,1460.3789
7,78,10000000,86805590392,6783331840,1516.4918,1457.6902
7,79,10000000,86805590392,18311445538,1503.2907,1451.3747
7,80,10000000,86805590392,14694562466,1530.9568,1449.3878
7,81,10000000,86805590392,19668551478,1526.4383,1454.3138
7,82,10000000,86805590392,16278974202,1504.715,1452.0495
7,83,10000000,86805590392,9495970720,1505.4857,1458.9842
7,84,10000000,86805590392,14017311578,1531.5606,1458.3945
7,85,10000000,86805590392,19217674128,1519.673,1456.8555
7,86,10000000,86805590392,8365764428,1513.7991,1455.5346
7,87,10000000,86805590392,13338602346,1512.5527,1449.5689
7,88,10000000,86805590392,16729533818,1513.2253,1445.6646
7,89,10000000,86805590392,11756695868,1516.8793,1462.0908
7,90,10000000,86805590392,20347458546,1520.1619,1474.1714
7,91,10000000,86805590392,26223295906,1512.7948,1468.5256
7,92,10000000,86805590392,19215382464,1515.4348,1452.1338
7,93,10000000,86805590392,25771590470,1525.6976,1448.0242
7,94,10000000,86805590392,18538553498,1526.8351,1449.6126
7,95,10000000,86805590392,20346526304,1517.8496,1463.4158
7,96,10000000,86805590392,9495866580,1522.7537,1449.5353
7,97,10000000,86805590392,17409180502,1517.6283,1460.4445
7,98,10000000,86805590392,22607246186,1513.2639,1449.0637
7,99,10000000,86805590392,19442485166,1505.2371,1456.8787
8,0,10000000,43402795260,36395397438,1542.3136,1466.5506
8,1,10000000,43402795260,38090340992,1539.5193,1454.6204
8,2,10000000,43402795260,42385308294,1526.3299,1455.3163
8,3,10000000,43402795260,40011944558,1525.5617,1466.8048
8,4,10000000,43402795260,36394850538,1531.6589,1452.8826
8,5,10000000,43402795260,41029327378,1522.1476,1452.31
8,6,10000000,43402795260,39672773556,1518.3562,1449.4618
8,7,10000000,43402795260,43402639008,1535.8033,1453.8879
8,8,10000000,43402795260,43063337792,1528.3954,1452.7125
8,9,10000000,43402795260,40350750968,1524.32,1446.4814
8,10,10000000,43402795260,44872276746,1512.7218,1447.6963
8,11,10000000,43402795260,38655625118,1520.0939,1447.3014
8,12,10000000,43402795260,43063650304,1523.9368,1444.1491
8,13,10000000,43402795260,39785883504,1527.5878,1455.7278
8,14,10000000,43402795260,44758932402,1528.2397,1452.9737
8,15,10000000,43402795260,30404913616,1533.8473,1456.8701
8,16,10000000,43402795260,40690052204,1528.1727,1443.3034
8,17,10000000,43402795260,37299253596,1516.7828,1461.6774
8,18,10000000,43402795260,39785857462,1520.4613,1455.7508
8,19,10000000,43402795260,44081241424,1521.2639,1459.5411
8,20,10000000,43402795260,44759296988,1517.8733,1443.818
8,21,10000000,43402795260,36169206156,1518.0167,1454.4174
8,22,10000000,43402795260,47811054804,1507.7344,1447.3304
8,23,10000000,43402795260,40125132652,1524.4481,1448.6984
8,24,10000000,43402795260,43177202950,1516.8759,1448.4567
8,25,10000000,43402795260,42046475808,1536.0142,1461.6082
8,26,10000000,43402795260,37412467738,1523.1499,1460.6199
8,27,10000000,43402795260,43402977562,1532.1264,1448.3835
8,28,10000000,43402795260,37298889002,1523.8785,1445.7917
8,29,10000000,43402795260,42046553964,1518.5454,1442.8636
8,30,10000000,43402795260,40125340990,1534.9769,1451.4325
8,31,10000000,43402795260,41367821302,1514.7614,1453.3936
8,32,10000000,43402795260,39446738540,1514.5074,1446.368
8,33,10000000,43402795260,37751404362,1519.544,1445.2028
8,34,10000000,43402795260,41368654630,1519.4732,1443.8804
8,35,10000000,43402795260,48489188476,1511.7015,1445.2658
8,36,10000000,43402795260,39786222072,1522.7258,1446.7501
8,37,10000000,43402795260,42385594732,1507.1573,1445.4498
8,38,10000000,43402795260,44759166794,1535.009,1445.9518
8,39,10000000,43402795260,43402899420,1507.3142,1451.6262
8,40,10000000,43402795260,45776263126,1520.2988,1447.0761
8,41,10000000,43402795260,36960499250,1513.0964,1449.7088
8,42,10000000,43402795260,44419631190,1522.0846,1445.2693
8,43,10000000,43402795260,47132921114,1519.055,1444.8698
8,44,10000000,43402795260,36959822172,1519.2133,1451.27
8,45,10000000,43402795260,47696931838,1520.0627,1448.5885
8,46,10000000,43402795260,44080876868,1517.0345,1456.6216
8,47,10000000,43402795260,46115850830,1515.8064,1459.896
8,48,10000000,43402795260,38542856348,1531.5047,1455.5106
8,49,10000000,43402795260,34247782222,1521.9398,1450.3543
8,50,10000000,43402795260,44872667376,1521.7377,1453.9959
8,51,10000000,43402795260,39672669386,1515.764,1447.784
8,52,10000000,43402795260,41368107748,1527.9552,1452.6244
8,53,10000000,43402795260,44420412440,1524.6498,1452.5328
8,54,10000000,43402795260,41029639866,1520.7658,1450.2109
8,55,10000000,43402795260,39446712512,1522.554,1453.5093
8,56,10000000,43402795260,37977361246,1525.0613,1454.1699
8,57,10000000,43402795260,40237878014,1526.4682,1446.7736
8,58,10000000,43402795260,38090262842,1525.7387,1451.039
8,59,10000000,43402795260,39447259394,1534.75,1451.9673
8,60,10000000,43402795260,37412415640,1524.8549,1453.4115
8,61,10000000,43402795260,37977465392,1526.6013,1457.9007
8,62,10000000,43402795260,42385178090,1531.157,1453.63
8,63,10000000,43402795260,39107906086,1538.0748,1450.5828
8,64,10000000,43402795260,36960681552,1532.1356,1451.1848
8,65,10000000,43402795260,40350985376,1529.4353,1450.6115
8,66,10000000,43402795260,38769177784,1526.5847,1450.7339
8,67,10000000,43402795260,40011944552,1525.8435,1456.0099
8,68,10000000,43402795260,45097660708,1529.5979,1475.1396
8,69,10000000,43402795260,37638372514,1542.7551,1455.0561
8,70,10000000,43402795260,39446582308,1518.8202,1464.0071
8,71,10000000,43402795260,38993962794,1530.474,1467.7429
8,72,10000000,43402795260,37751430386,1552.4725,1460.8398
8,73,10000000,43402795260,38881766914,1519.9933,1450.4053
8,74,10000000,43402795260,39672851684,1530.5091,1472.2984
8,75,10000000,43402795260,38316271832,1550.9433,1463.1226
8,76,10000000,43402795260,39447025020,1533.1601,1452.4864
8,77,10000000,43402795260,38655494936,1527.9694,1455.8216
8,78,10000000,43402795260,42724974082,1516.8226,1450.8754
8,79,10000000,43402795260,35829983074,1545.1336,1455.033
8,80,10000000,43402795260,38429746362,1537.3445,1471.011
8,81,10000000,43402795260,40011788316,1531.9231,1462.2498
8,82,10000000,43402795260,42723932424,1532.9164,1453.4286
8,83,10000000,43402795260,41708033968,1565.4314,1471.1362
8,84,10000000,43402795260,44194247226,1543.938,1455.5818
8,85,10000000,43402795260,44758593866,1551.8975,1461.9072
8,86,10000000,43402795260,36847444004,1542.387,1451.1221
8,87,10000000,43402795260,42724296986,1518.7368,1451.7769
8,88,10000000,43402795260,42046345618,1518.9015,1453.1372
8,89,10000000,43402795260,41368498366,1518.2022,1451.2246
8,90,10000000,43402795260,38429668254,1527.9915,1445.4183
8,91,10000000,43402795260,37638424606,1517.7411,1453.2621
8,92,10000000,43402795260,36056122242,1528.2329,1454.2092
8,93,10000000,43402795260,38769073642,1523.6079,1453.8088
8,94,10000000,43402795260,41481217714,1520.5725,1449.7063
8,95,10000000,43402795260,43741705870,1517.7372,1453.7973
8,96,10000000,43402795260,38090340990,1515.2929,1452.1651
8,97,10000000,43402795260,36734229894,1524.345,1448.4882
8,98,10000000,43402795260,36733969496,1515.9052,1454.7992
8,99,10000000,43402795260,39672695418,1513.3586,1446.9882
9,0,10000000,21701398376,18649406216,1545.6911,1444.7468
9,1,10000000,21701398376,20769257510,1542.3564,1452.4433
9,2,10000000,21701398376,22125199354,1541.6328,1449.7757
9,3,10000000,21701398376,21955314400,1539.972,1445.3518
9,4,10000000,21701398376,22210298144,1564.6606,1443.7373
9,5,10000000,21701398376,22379414820,1545.376,1457.6468
9,6,10000000,21701398376,19751601166,1546.4341,1443.3945
9,7,10000000,21701398376,23905033350,1551.5567,1444.8911
9,8,10000000,21701398376,20514690520,1542.911,1447.0836
9,9,10000000,21701398376,22209998644,1550.6465,1448.5802
9,10,10000000,21701398376,20599932484,1557.0864,1444.5781
9,11,10000000,21701398376,20769257578,1542.867,1451.5086
9,12,10000000,21701398376,24075269850,1551.6223,1445.5714
9,13,10000000,21701398376,20938999296,1543.4252,1447.5108
9,14,10000000,21701398376,20175246018,1547.7608,1453.3067
9,15,10000000,21701398376,19157758994,1549.5391,1448.0518
9,16,10000000,21701398376,21107634298,1542.5613,1446.0681
9,17,10000000,21701398376,22295501014,1558.3111,1455.4326
9,18,10000000,21701398376,20175402254,1546.3554,1441.728
9,19,10000000,21701398376,21277363012,1542.5328,1455.6218
9,20,10000000,21701398376,21107972808,1555.0504,1450.1726
9,21,10000000,21701398376,20769622164,1548.384,1447.8737
9,22,10000000,21701398376,20599294516,1552.2992,1448.3128
9,23,10000000,21701398376,20344701394,1546.2439,1442.8807
9,24,10000000,21701398376,22125720270,1552.5158,1441.7886
9,25,10000000,21701398376,24329602556,1550.222,1437.8711
9,26,10000000,21701398376,22463940704,1538.3727,1448.6301
9,27,10000000,21701398376,20345261202,1556.5116,1462.2128
9,28,10000000,21701398376,21277545262,1547.3691,1448.875
9,29,10000000,21701398376,21956316980,1549.6236,1456.933
9,30,10000000,21701398376,21277219760,1548.6595,1448.8427
9,31,10000000,21701398376,19412430226,1547.537,1453.4639
9,32,10000000,21701398376,20005934016,1559.4446,1452.0612
9,33,10000000,21701398376,21108077060,1558.306,1446.5244
9,34,10000000,21701398376,20854069828,1560.0074,1453.1206
9,35,10000000,21701398376,21277844728,1554.8972,1449.3858
9,36,10000000,21701398376,19581599098,1544.6636,1446.0733
9,37,10000000,21701398376,22294889028,1548.5079,1459.1761
9,38,10000000,21701398376,20598487164,1546.4004,1454.88
9,39,10000000,21701398376,20175063648,1552.5026,1454.1888
9,40,10000000,21701398376,22803267912,1549.6741,1448.5012
9,41,10000000,21701398376,20344675298,1557.1741,1447.8279
9,42,10000000,21701398376,21277454266,1554.9933,1458.453
9,43,10000000,21701398376,22294407180,1542.8153,1444.7054
9,44,10000000,21701398376,18565153876,1545.2523,1458.9157
9,45,10000000,21701398376,21277232842,1555.0579,1448.5625
9,46,10000000,21701398376,22210011624,1564.8999,1451.0109
9,47,10000000,21701398376,22633330948,1555.5348,1453.3604
9,48,10000000,21701398376,20429995456,1546.4764,1456.5393
9,49,10000000,21701398376,23311620866,1537.6902,1449.7543
9,50,10000000,21701398376,21362370626,1543.2516,1449.9738
9,51,10000000,21701398376,21616442884,1548.4278,1454.3558
9,52,10000000,21701398376,22633695508,1574.1457,1448.8157
9,53,10000000,21701398376,20853770222,1559.9281,1457.3569
9,54,10000000,21701398376,20768684534,1553.7439,1466.7651
9,55,10000000,21701398376,20684328068,1552.7906,1470.3053
9,56,10000000,21701398376,21447013632,1572.9454,1460.4448
9,57,10000000,21701398376,23651859572,1562.8287,1454.4711
9,58,10000000,21701398376,22633838650,1556.7823,1531.6563
9,59,10000000,21701398376,23651820470,1596.848,1469.106
9,60,10000000,21701398376,22549364968,1580.0606,1471.5696
9,61,10000000,21701398376,24668396040,1580.1295,1479.0634
9,62,10000000,21701398376,23311555666,1572.1874,1455.242
9,63,10000000,21701398376,20260214512,1580.4103,1487.6264
9,64,10000000,21701398376,23651286594,1575.8077,1467.7868
