bits,i,size,S,X,Stime,Xtime
2,62,10000000,18446744068349632700,18446744071027925492,1466.8789,1448.1412
2,63,10000000,18446744068349632700,18446744071031258828,1482.5697,1454.0653
2,64,10000000,18446744068349632700,18446744069962973868,1491.831,1450.4758
2,65,10000000,18446744068349632700,18446744069962973868,1478.6469,1444.6093
2,66,10000000,18446744068349632700,18446744071027925492,1491.6697,1454.6313
2,67,10000000,18446744068349632700,18446744069966307204,1489.4818,1450.6491
2,68,10000000,18446744068349632700,18446744069966307204,1485.3786,1447.6576
2,69,10000000,18446744068349632700,18446744068349632700,1453.268,1455.7534
2,70,10000000,18446744068349632700,18446744071031258828,1484.6914,1455.3431
2,71,10000000,18446744068349632700,18446744069966307204,1489.5218,1448.1795
2,72,10000000,18446744068349632700,18446744071031258828,1492.648,1453.6855
2,73,10000000,18446744068349632700,18446744071027925492,1474.0137,1446.2657
2,74,10000000,18446744068349632700,18446744069962973868,1484.1366,1443.3261
2,75,10000000,18446744068349632700,18446744071031258828,1483.8365,1444.3274
2,76,10000000,18446744068349632700,18446744071027925492,1487.5182,1453.5397
2,77,10000000,18446744068349632700,18446744071027925492,1471.6357,1449.0661
2,78,10000000,18446744068349632700,18446744071027925492,1509.0822,1441.0185
2,79,10000000,18446744068349632700,18446744069962973868,1474.7328,1446.0723
2,80,10000000,18446744068349632700,18446744073192989540,1467.3924,1450.1999
2,81,10000000,18446744068349632700,18446744071027925492,1492.6169,1450.4644
2,82,10000000,18446744068349632700,18446744072641266660,1466.5829,1453.7154
2,83,10000000,18446744068349632700,18446744071027925492,1495.4703,1449.6429
2,84,10000000,18446744068349632700,18446744072654600004,1480.1625,1458.2919
2,85,10000000,18446744068349632700,18446744071027925492,1485.0829,1465.2998
2,86,10000000,18446744068349632700,18446744071034592164,1471.1534,1460.2483
2,87,10000000,18446744068349632700,18446744069962973868,1492.783,1449.9084
2,88,10000000,18446744068349632700,18446744071031258828,1490.2057,1454.0307
2,89,10000000,18446744068349632700,18446744071027925492,1471.0833,1449.4701
2,90,10000000,18446744068349632700,18446744071034592164,1471.1911,1447.7694
2,91,10000000,18446744068349632700,18446744071031258828,1482.2761,1448.0122
2,92,10000000,18446744068349632700,18446744073192989540,1475.1788,1453.186
2,93,10000000,18446744068349632700,18446744069962973868,1494.0495,1452.5909
2,94,10000000,18446744068349632700,18446744068349632700,1453.6011,1452.6506
2,95,10000000,18446744068349632700,18446744071034592164,1473.9602,1450.7366
2,96,10000000,18446744068349632700,18446744072641266660,1485.8638,1459.4968
2,97,10000000,18446744068349632700,18446744069962973868,1482.3533,1453.8098
2,98,10000000,18446744068349632700,18446744071027925492,1479.2563,1459.6211
2,99,10000000,18446744068349632700,18446744069966307204,1486.077,1453.282
3,0,10000000,14499909732,3623727436,1498.4582,1450.2241
3,1,10000000,14499909732,5909975140,1480.504,1460.5439
3,2,10000000,14499909732,5904975148,1484.5685,1457.5573
3,3,10000000,14499909732,18446744071975026796,1490.029,1471.2995
3,4,10000000,14499909732,2287914380,1513.1135,1450.4082
3,5,10000000,14499909732,7249121540,1475.0091,1456.1801
3,6,10000000,14499909732,8197889508,1484.6411,1451.6296
3,7,10000000,14499909732,942101308,1491.7124,1458.0902
3,8,10000000,14499909732,7252454868,1506.4256,1462.3926
3,9,10000000,14499909732,5909975140,1491.1954,1455.234
3,10,10000000,14499909732,7249121540,1507.6268,1457.558
3,11,10000000,14499909732,7252454868,1500.4872,1447.1729
3,12,10000000,14499909732,2286247708,1485.0144,1463.5184
3,13,10000000,14499909732,5906641804,1494.5087,1456.1806
3,14,10000000,14499909732,7249121540,1488.2672,1449.9552
3,15,10000000,14499909732,1221296084,1516.2504,1448.6358
3,16,10000000,14499909732,2286247708,1492.2787,1460.9007
3,17,10000000,14499909732,3625394108,1496.7979,1465.9846
3,18,10000000,14499909732,5909975148,1529.6991,1451.3656
3,19,10000000,14499909732,2286247708,1500.5548,1461.03
3,20,10000000,14499909732,1889202612,1515.8583,1456.0795
3,21,10000000,14499909732,7250788204,1506.0387,1452.6107
3,22,10000000,14499909732,5908308476,1481.9956,1453.2053
3,23,10000000,14499909732,18446744068349632700,1490.1776,1452.9863
3,24,10000000,14499909732,5909975140,1479.6104,1450.116
3,25,10000000,14499909732,5909975140,1484.0855,1448.1725
3,26,10000000,14499909732,5906641804,1489.7168,1462.3416
3,27,10000000,14499909732,7250788204,1493.161,1450.2663
3,28,10000000,14499909732,945434644,1511.0163,1451.6328
3,29,10000000,14499909732,4570828740,1475.5157,1444.9863
3,30,10000000,14499909732,5909975140,1477.6806,1443.3336
3,31,10000000,14499909732,5913308476,1485.4709,1452.3034
3,32,10000000,14499909732,5909975140,1498.6262,1450.6767
3,33,10000000,14499909732,18446744073312506532,1509.1857,1448.0076
3,34,10000000,14499909732,4569162076,1493.8987,1453.7947
3,35,10000000,14499909732,10876182300,1472.7675,1460.6104
3,36,10000000,14499909732,3623727436,1492.7729,1446.679
3,37,10000000,14499909732,4564162084,1494.1445,1463.6337
3,38,10000000,14499909732,7250788204,1483.1306,1447.727
3,39,10000000,14499909732,7250788204,1486.2127,1451.4122
3,40,10000000,14499909732,4567495412,1488.751,1446.8921
3,41,10000000,14499909732,4569162076,1488.5949,1453.1042
3,42,10000000,14499909732,5906641804,1487.1848,1450.9831
3,43,10000000,14499909732,5911641804,1481.7256,1447.2765
3,44,10000000,14499909732,5908308476,1489.0099,1457.687
3,45,10000000,14499909732,10874515636,1472.9578,1448.908
3,46,10000000,14499909732,4569162076,1476.7947,1444.0907
3,47,10000000,14499909732,5908308476,1482.9335,1451.2761
3,48,10000000,14499909732,5909975140,1476.0603,1449.7839
3,49,10000000,14499909732,9533702572,1467.3189,1448.7798
3,50,10000000,14499909732,4570828740,1510.9166,1453.5261
3,51,10000000,14499909732,10874515636,1465.0203,1448.6743
3,52,10000000,14499909732,4572495412,1493.041,1443.8799
3,53,10000000,14499909732,10872848972,1487.5819,1446.9124
3,54,10000000,14499909732,2286247708,1476.1123,1456.2089
3,55,10000000,14499909732,2282914380,1479.2501,1439.032
3,56,10000000,14499909732,2286247708,1479.0041,1437.4464
3,57,10000000,14499909732,5909975140,1472.907,1454.2
3,58,10000000,14499909732,2286247708,1499.3582,1442.8205
3,59,10000000,14499909732,7249121540,1479.1561,1443.7863
3,60,10000000,14499909732,5911641804,1472.7925,1446.437
3,61,10000000,14499909732,3625394108,1483.1908,1441.3699
3,62,10000000,14499909732,3231682348,1481.4442,1447.9295
3,63,10000000,14499909732,7250788204,1494.6773,1455.8794
3,64,10000000,14499909732,2286247708,1487.6663,1453.1246
3,65,10000000,14499909732,18446744073312506532,1492.0013,1446.8697
3,66,10000000,14499909732,7252454876,1490.0743,1464.5866
3,67,10000000,14499909732,2287914380,1481.6392,1448.5587
3,68,10000000,14499909732,5908308468,1480.8025,1450.8431
3,69,10000000,14499909732,9535369236,1471.1154,1445.832
3,70,10000000,14499909732,2289581044,1498.792,1450.6093
3,71,10000000,14499909732,4564162076,1495.168,1447.8485
3,72,10000000,14499909732,6177503252,1510.4022,1453.2686
3,73,10000000,14499909732,5911641804,1489.57,1454.7562
3,74,10000000,14499909732,9535369236,1475.9055,1453.8192
3,75,10000000,14499909732,5909975140,1488.2533,1453.9885
3,76,10000000,14499909732,3228349012,1481.7721,1447.3388
3,77,10000000,14499909732,2281247708,1505.9744,1457.5052
3,78,10000000,14499909732,2287914380,1514.7272,1454.4579
3,79,10000000,14499909732,7249121540,1483.2202,1453.5639
3,80,10000000,14499909732,5911641804,1494.6935,1453.5118
3,81,10000000,14499909732,7250788204,1498.4487,1457.443
3,82,10000000,14499909732,5911641812,1502.9866,1449.2361
3,83,10000000,14499909732,943767980,1491.0654,1456.5513
3,84,10000000,14499909732,5906641804,1493.5283,1449.9357
3,85,10000000,14499909732,2286247708,1510.4624,1450.1368
3,86,10000000,14499909732,942101308,1497.6215,1449.5197
3,87,10000000,14499909732,18446744073314173196,1504.8426,1458.8998
3,88,10000000,14499909732,2287914372,1482.9978,1447.8518
3,89,10000000,14499909732,8191222844,1483.3198,1444.5945
3,90,10000000,14499909732,5908308468,1493.0261,1460.6532
3,91,10000000,14499909732,10876182300,1475.8568,1450.1834
3,92,10000000,14499909732,947101308,1517.6582,1448.2259
3,93,10000000,14499909732,942101308,1484.3871,1445.9699
3,94,10000000,14499909732,5909975140,1492.0208,1451.5175
3,95,10000000,14499909732,7252454868,1503.8817,1453.4215
3,96,10000000,14499909732,7250788204,1493.621,1459.9352
3,97,10000000,14499909732,7249121532,1496.5449,1448.6753
3,98,10000000,14499909732,9533702572,1475.038,1458.8767
3,99,10000000,14499909732,5908308476,1495.3038,1460.5096
4,0,10000000,7249954876,9064318588,1504.6779,1459.2719
4,1,10000000,7249954876,8157553404,1505.5049,1454.2684
4,2,10000000,7249954876,5435591156,1481.0826,1454.7969
4,3,10000000,7249954876,2717795588,1485.4887,1449.8007
4,4,10000000,7249954876,5438091164,1504.3608,1441.4293
4,5,10000000,7249954876,3191346236,1509.927,1450.9586
4,6,10000000,7249954876,4530492636,1485.4647,1450.3344
4,7,10000000,7249954876,9060151924,1490.4876,1458.1916
4,8,10000000,7249954876,4765184628,1527.114,1450.1927
4,9,10000000,7249954876,4532992636,1511.5979,1454.5334
4,10,10000000,7249954876,6344856356,1478.1842,1454.7466
4,11,10000000,7249954876,2718628924,1507.4554,1452.2865
4,12,10000000,7249954876,5438091156,1489.3519,1450.0622
4,13,10000000,7249954876,8155886732,1495.8081,1443.3296
4,14,10000000,7249954876,5910808484,1497.3215,1458.4786
4,15,10000000,7249954876,3858419436,1502.7333,1454.2404
4,16,10000000,7249954876,6343189684,1496.4917,1448.8169
4,17,10000000,7249954876,4765184628,1484.7938,1473.284
4,18,10000000,7249954876,10876182308,1487.3173,1451.9918
4,19,10000000,7249954876,8155886732,1494.5549,1459.4751
4,20,10000000,7249954876,6344856356,1485.6733,1457.9566
4,21,10000000,7249954876,6344023020,1480.6258,1451.0664
4,22,10000000,7249954876,4764351292,1522.1018,1453.6166
4,23,10000000,7249954876,5437257820,1513.929,1468.6446
4,24,10000000,7249954876,6344856356,1494.9961,1440.6219
4,25,10000000,7249954876,3626227444,1481.9795,1441.7964
4,26,10000000,7249954876,5439757820,1489.4265,1450.142
4,27,10000000,7249954876,8155886732,1481.1002,1449.8567
4,28,10000000,7249954876,7249121540,1495.8295,1448.9351
4,29,10000000,7249954876,6343189684,1488.5679,1448.5125
4,30,10000000,7249954876,9967750452,1482.1217,1445.358
4,31,10000000,7249954876,5438091164,1496.9746,1447.6455
4,32,10000000,7249954876,3626227444,1483.2663,1439.9782
4,33,10000000,7249954876,6578715020,1504.9392,1446.511
4,34,10000000,7249954876,5676949820,1512.2891,1446.3744
4,35,10000000,7249954876,10875348972,1484.979,1447.1478
4,36,10000000,7249954876,7253288220,1509.347,1449.3502
4,37,10000000,7249954876,5436424492,1499.8727,1449.5084
4,38,10000000,7249954876,2720295596,1511.8334,1448.5193
4,39,10000000,7249954876,5437257828,1483.4636,1443.7601
4,40,10000000,7249954876,4532992636,1494.9934,1446.3605
4,41,10000000,7249954876,3193846236,1494.2826,1446.8828
4,42,10000000,7249954876,5434757828,1482.248,1447.3204
4,43,10000000,7249954876,8156720068,1501.4125,1443.9437
4,44,10000000,7249954876,3624560772,1503.6268,1463.4861
4,45,10000000,7249954876,7248288204,1510.7961,1456.3374
4,46,10000000,7249954876,4532159300,1497.2268,1456.4696
4,47,10000000,7249954876,7249121540,1501.4769,1458.9462
4,48,10000000,7249954876,8158386732,1503.5425,1457.4471
4,49,10000000,7249954876,6342356348,1485.7811,1457.8071
4,50,10000000,7249954876,4531325972,1490.2087,1450.511
4,51,10000000,7249954876,9967750452,1500.2064,1453.9342
4,52,10000000,7249954876,5436424500,1527.1001,1448.1403
4,53,10000000,7249954876,7487980204,1489.6779,1456.411
4,54,10000000,7249954876,2953320908,1507.2235,1459.0595
4,55,10000000,7249954876,5437257828,1491.3693,1450.4051
4,56,10000000,7249954876,4532159308,1506.3173,1450.6804
4,57,10000000,7249954876,5675283156,1489.6911,1450.3464
4,58,10000000,7249954876,5676116484,1529.541,1452.723
4,59,10000000,7249954876,5437257828,1499.5723,1452.276
4,60,10000000,7249954876,7249954876,1493.7581,1444.4532
4,61,10000000,7249954876,2717795588,1496.5342,1450.6864
4,62,10000000,7249954876,5434757828,1492.7448,1452.4868
4,63,10000000,7249954876,6583715012,1505.0266,1449.4171
4,64,10000000,7249954876,6345689684,1502.7532,1455.4401
4,65,10000000,7249954876,7249121540,1506.2572,1463.0836
4,66,10000000,7249954876,8156720068,1484.226,1460.3868
4,67,10000000,7249954876,3625394108,1482.8861,1451.4799
4,68,10000000,7249954876,2717795580,1543.1239,1447.9495
4,69,10000000,7249954876,4531325964,1536.1929,1469.9595
4,70,10000000,7249954876,7252454876,1514.1099,1454.6868
4,71,10000000,7249954876,9064318596,1491.6536,1452.3117
4,72,10000000,7249954876,9298177252,1505.71,1462.5422
4,73,10000000,7249954876,7249121548,1501.8591,1465.5331
4,74,10000000,7249954876,4529659308,1490.9781,1456.4134
4,75,10000000,7249954876,6343189684,1489.3097,1451.2924
4,76,10000000,7249954876,6344856348,1493.1997,1449.9942
4,77,10000000,7249954876,3624560788,1513.8727,1455.1156
4,78,10000000,7249954876,5435591156,1517.6471,1454.0804
4,79,10000000,7249954876,7249121540,1527.7363,1453.1132
4,80,10000000,7249954876,4529659300,1493.3914,1452.9447
4,81,10000000,7249954876,6580381684,1510.9753,1457.2034
4,82,10000000,7249954876,1615841188,1517.2863,1457.2787
4,83,10000000,7249954876,7251621540,1528.1337,1459.7251
4,84,10000000,7249954876,4766017964,1512.5665,1450.6868
4,85,10000000,7249954876,8155886732,1497.6276,1444.3009
4,86,10000000,7249954876,4767684628,1497.9145,1451.5853
4,87,10000000,7249954876,4529659308,1496.2312,1480.5425
4,88,10000000,7249954876,3863419436,1508.9558,1460.6542
4,89,10000000,7249954876,5439757828,1508.4897,1452.7267
4,90,10000000,7249954876,7250788204,1507.5758,1447.9366
4,91,10000000,7249954876,8155053404,1511.2277,1459.9336
4,92,10000000,7249954876,6578715012,1517.6143,1441.2219
4,93,10000000,7249954876,4766017964,1487.74,1449.3248
4,94,10000000,7249954876,4532159300,1497.0059,1459.5263
4,95,10000000,7249954876,6582881684,1524.8728,1441.4779
4,96,10000000,7249954876,5436424492,1492.6757,1450.2557
4,97,10000000,7249954876,6344023020,1486.2925,1446.6764
4,98,10000000,7249954876,6343189684,1486.5468,1441.8423
4,99,10000000,7249954876,5438091156,1492.3939,1447.974
5,0,10000000,18446744008615052340,18446744049751194932,1514.8848,1449.7066
5,1,10000000,18446744008615052340,18446744056084717236,1507.6766,1450.1415
5,2,10000000,18446744008615052340,18446744042975207364,1511.15,1449.2172
5,3,10000000,18446744008615052340,18446744051565975308,1508.9945,1458.2346
5,4,10000000,18446744008615052340,18446744051111759372,1503.7736,1450.9918
5,5,10000000,18446744008615052340,18446744041616309588,1498.8026,1449.2448
5,6,10000000,18446744008615052340,18446744038905681380,1494.6935,1453.2887
5,7,10000000,18446744008615052340,18446744051113842708,1490.8292,1451.3622
5,8,10000000,18446744008615052340,18446744060607209148,1518.6236,1450.7883
5,9,10000000,18446744008615052340,18446744047949831900,1500.5883,1460.9755
5,10,10000000,18446744008615052340,18446744050659210108,1505.3843,1458.3303
5,11,10000000,18446744008615052340,18446744051113009372,1531.6592,1461.2674
5,12,10000000,18446744008615052340,18446744061061008420,1503.5548,1466.1475
5,13,10000000,18446744008615052340,18446744044786654420,1541.7556,1457.8194
5,14,10000000,18446744008615052340,18446744042070108860,1512.8245,1443.0345
5,15,10000000,18446744008615052340,18446744044787071084,1497.0021,1472.2787
5,16,10000000,18446744008615052340,18446744051110926044,1532.5115,1453.0936
5,17,10000000,18446744008615052340,18446744051566808628,1516.1108,1452.643
5,18,10000000,18446744008615052340,18446744039359480636,1510.5194,1449.52
5,19,10000000,18446744008615052340,18446744052924873084,1501.3458,1470.8352
5,20,10000000,18446744008615052340,18446744050205827508,1530.0837,1476.7123
5,21,10000000,18446744008615052340,18446744043880722572,1531.8342,1450.2828
5,22,10000000,18446744008615052340,18446744052471490492,1503.688,1461.5913
5,23,10000000,18446744008615052340,18446744047496865980,1518.058,1445.2853
5,24,10000000,18446744008615052340,18446744046590517444,1513.8458,1467.2855
5,25,10000000,18446744008615052340,18446744047042650036,1505.9492,1453.3102
5,26,10000000,18446744008615052340,18446744042976040716,1500.4682,1445.7514
5,27,10000000,18446744008615052340,18446744056538933156,1499.4228,1472.6256
5,28,10000000,18446744008615052340,18446744047950248556,1512.3896,1452.8229
5,29,10000000,18446744008615052340,18446744051110926028,1512.0008,1450.4055
5,30,10000000,18446744008615052340,18446744056086383884,1503.2903,1452.3479
