bits,i,size,MSH,S_MSH,MMP,S_MMP,PMP,S_PMP
6,50,10000000,307.2806,173611180612,806.5088,173611180612,1479.8469,173611180612
6,51,10000000,288.4489,173611180612,809.3607,173611180612,1481.9858,173611180612
6,52,10000000,301.2889,173611180612,811.5335,173611180612,1473.4721,173611180612
6,53,10000000,286.5452,173611180612,802.6768,173611180612,1481.0935,173611180612
6,54,10000000,296.9865,173611180612,810.6199,173611180612,1502.4986,173611180612
6,55,10000000,286.3019,173611180612,790.9866,173611180612,1470.6397,173611180612
6,56,10000000,288.4093,173611180612,791.7375,173611180612,1466.2012,173611180612
6,57,10000000,285.3267,173611180612,783.7672,173611180612,1465.6815,173611180612
6,58,10000000,295.5244,173611180612,778.8679,173611180612,1468.2466,173611180612
6,59,10000000,296.2765,173611180612,795.2156,173611180612,1462.7396,173611180612
6,60,10000000,298.5224,173611180612,788.9481,173611180612,1475.2825,173611180612
6,61,10000000,288.5329,173611180612,801.0836,173611180612,1471.0895,173611180612
6,62,10000000,298.3349,173611180612,790.5347,173611180612,1472.8955,173611180612
6,63,10000000,284.3074,173611180612,783.9952,173611180612,1464.5936,173611180612
6,64,10000000,287.5224,173611180612,795.5282,173611180612,1474.7508,173611180612
6,65,10000000,294.1978,173611180612,788.5798,173611180612,1470.4411,173611180612
6,66,10000000,299.2541,173611180612,799.9854,173611180612,1484.2087,173611180612
6,67,10000000,292.2231,173611180612,801.8105,173611180612,1480.1742,173611180612
6,68,10000000,292.3937,173611180612,799.908,173611180612,1482.9679,173611180612
6,69,10000000,292.3727,173611180612,789.2111,173611180612,1475.6127,173611180612
6,70,10000000,298.8779,173611180612,792.3029,173611180612,1492.012,173611180612
6,71,10000000,299.6237,173611180612,791.2769,173611180612,1482.7269,173611180612
6,72,10000000,289.9447,173611180612,791.71,173611180612,1478.1061,173611180612
6,73,10000000,287.0333,173611180612,791.3594,173611180612,1464.9695,173611180612
6,74,10000000,289.0927,173611180612,789.0035,173611180612,1467.2574,173611180612
6,75,10000000,290.1442,173611180612,800.1047,173611180612,1468.3691,173611180612
6,76,10000000,290.4197,173611180612,788.9533,173611180612,1469.9229,173611180612
6,77,10000000,289.1521,173611180612,792.7973,173611180612,1477.622,173611180612
6,78,10000000,287.5204,173611180612,786.653,173611180612,1463.7233,173611180612
6,79,10000000,290.4177,173611180612,781.9544,173611180612,1470.3775,173611180612
6,80,10000000,303.4952,173611180612,782.1201,173611180612,1458.9361,173611180612
6,81,10000000,286.1167,173611180612,783.9562,173611180612,1484.5922,173611180612
6,82,10000000,294.3192,173611180612,785.5139,173611180612,1463.3232,173611180612
6,83,10000000,285.4559,173611180612,788.5501,173611180612,1465.0529,173611180612
6,84,10000000,291.7038,173611180612,785.2736,173611180612,1466.1932,173611180612
6,85,10000000,290.6003,173611180612,786.6574,173611180612,1465.6784,173611180612
6,86,10000000,295.4746,173611180612,792.8152,173611180612,1463.255,173611180612
6,87,10000000,290.9865,173611180612,794.0164,173611180612,1471.6497,173611180612
6,88,10000000,302.6657,173611180612,795.8097,173611180612,1471.5657,173611180612
6,89,10000000,289.5133,173611180612,799.5317,173611180612,1466.0947,173611180612
6,90,10000000,299.6093,173611180612,789.4412,173611180612,1478.3091,173611180612
6,91,10000000,288.264,173611180612,786.3249,173611180612,1464.3992,173611180612
6,92,10000000,300.4049,173611180612,787.4006,173611180612,1462.8785,173611180612
6,93,10000000,294.8816,173611180612,788.9661,173611180612,1472.7766,173611180612
6,94,10000000,292.7544,173611180612,786.5489,173611180612,1461.1063,173611180612
6,95,10000000,291.8174,173611180612,783.1351,173611180612,1466.3265,173611180612
6,96,10000000,291.3772,173611180612,783.6969,173611180612,1470.765,173611180612
6,97,10000000,285.4911,173611180612,788.3898,173611180612,1465.729,173611180612
6,98,10000000,285.9299,173611180612,793.6265,173611180612,1480.9551,173611180612
6,99,10000000,292.3493,173611180612,799.2229,173611180612,1463.5165,173611180612
7,0,10000000,284.0342,86805590392,849.9238,86805590392,1467.7436,86805590392
7,1,10000000,277.8998,86805590392,848.7057,86805590392,1471.8696,86805590392
7,2,10000000,278.2193,86805590392,839.1682,86805590392,1479.3204,86805590392
7,3,10000000,272.6488,86805590392,843.8044,86805590392,1462.9753,86805590392
7,4,10000000,276.8407,86805590392,849.7249,86805590392,1474.0052,86805590392
7,5,10000000,274.3094,86805590392,843.8557,86805590392,1475.7812,86805590392
7,6,10000000,274.9452,86805590392,860.5591,86805590392,1469.3018,86805590392
7,7,10000000,275.9286,86805590392,849.6288,86805590392,1466.1383,86805590392
7,8,10000000,272.5678,86805590392,846.8494,86805590392,1471.8717,86805590392
7,9,10000000,274.6595,86805590392,852.9127,86805590392,1473.4216,86805590392
7,10,10000000,280.5048,86805590392,848.6494,86805590392,1474.1023,86805590392
7,11,10000000,277.1565,86805590392,843.7096,86805590392,1464.6811,86805590392
7,12,10000000,277.0268,86805590392,849.4883,86805590392,1467.3491,86805590392
7,13,10000000,279.5529,86805590392,836.635,86805590392,1467.7359,86805590392
7,14,10000000,285.9225,86805590392,841.5398,86805590392,1472.5208,86805590392
7,15,10000000,273.1924,86805590392,841.7655,86805590392,1461.4675,86805590392
7,16,10000000,273.3142,86805590392,848.3547,86805590392,1468.5413,86805590392
7,17,10000000,275.6967,86805590392,850.8388,86805590392,1465.988,86805590392
7,18,10000000,277.6785,86805590392,858.7472,86805590392,1477.0855,86805590392
7,19,10000000,281.9611,86805590392,851.1063,86805590392,1472.4512,86805590392
7,20,10000000,273.8382,86805590392,856.3858,86805590392,1473.1145,86805590392
7,21,10000000,275.6458,86805590392,851.9616,86805590392,1479.6869,86805590392
7,22,10000000,280.9677,86805590392,847.4422,86805590392,1467.1515,86805590392
7,23,10000000,276.8751,86805590392,851.6979,86805590392,1486.6723,86805590392
7,24,10000000,281.0181,86805590392,862.0885,86805590392,1481.8073,86805590392
7,25,10000000,278.5626,86805590392,872.4113,86805590392,1484.4321,86805590392
7,26,10000000,273.1561,86805590392,858.2764,86805590392,1503.5151,86805590392
7,27,10000000,287.5008,86805590392,1021.7637,86805590392,1713.4082,86805590392
7,28,10000000,281.4884,86805590392,874.7141,86805590392,1627.2612,86805590392
7,29,10000000,279.4627,86805590392,882.3422,86805590392,1493.7806,86805590392
7,30,10000000,283.5444,86805590392,854.4332,86805590392,1475.8184,86805590392
7,31,10000000,275.2502,86805590392,853.9732,86805590392,1486.5769,86805590392
7,32,10000000,278.614,86805590392,859.7443,86805590392,1472.8574,86805590392
7,33,10000000,283.9868,86805590392,843.2269,86805590392,1475.4544,86805590392
7,34,10000000,276.749,86805590392,843.0133,86805590392,1470.8089,86805590392
7,35,10000000,275.1624,86805590392,849.3663,86805590392,1483.2729,86805590392
7,36,10000000,279.9646,86805590392,845.3154,86805590392,1489.3276,86805590392
7,37,10000000,279.787,86805590392,852.3024,86805590392,1488.156,86805590392
7,38,10000000,279.3745,86805590392,861.7419,86805590392,1479.5534,86805590392
7,39,10000000,272.8359,86805590392,852.9715,86805590392,1484.2332,86805590392
7,40,10000000,278.8881,86805590392,849.7643,86805590392,1477.2052,86805590392
7,41,10000000,274.8992,86805590392,861.3553,86805590392,1473.3816,86805590392
7,42,10000000,276.5842,86805590392,848.4974,86805590392,1468.8133,86805590392
7,43,10000000,277.8909,86805590392,847.3172,86805590392,1471.4895,86805590392
7,44,10000000,276.4719,86805590392,860.7121,86805590392,1475.3263,86805590392
7,45,10000000,273.6134,86805590392,850.4187,86805590392,1472.3502,86805590392
7,46,10000000,278.6334,86805590392,851.3752,86805590392,1482.9966,86805590392
7,47,10000000,281.1867,86805590392,866.1058,86805590392,1488.0486,86805590392
7,48,10000000,280.1769,86805590392,848.7209,86805590392,1475.701,86805590392
7,49,10000000,271.0973,86805590392,861.6812,86805590392,1482.8369,86805590392
7,50,10000000,286.1622,86805590392,867.2809,86805590392,1485.6148,86805590392
7,51,10000000,273.9072,86805590392,858.3577,86805590392,1478.4166,86805590392
7,52,10000000,284.3403,86805590392,856.0141,86805590392,1476.9773,86805590392
7,53,10000000,277.7479,86805590392,848.0459,86805590392,1486.7669,86805590392
7,54,10000000,285.6625,86805590392,852.2104,86805590392,1485.4751,86805590392
7,55,10000000,282.6577,86805590392,847.7759,86805590392,1477.5079,86805590392
7,56,10000000,278.9607,86805590392,852.8668,86805590392,1477.7902,86805590392
7,57,10000000,273.1206,86805590392,854.3538,86805590392,1491.5678,86805590392
7,58,10000000,275.8793,86805590392,845.0087,86805590392,1473.0913,86805590392
7,59,10000000,283.6126,86805590392,850.4281,86805590392,1477.9617,86805590392
7,60,10000000,277.0695,86805590392,841.851,86805590392,1475.2697,86805590392
7,61,10000000,284.443,86805590392,844.4012,86805590392,1475.6165,86805590392
7,62,10000000,273.6005,86805590392,854.088,86805590392,1478.2526,86805590392
7,63,10000000,283.257,86805590392,844.5361,86805590392,1471.0105,86805590392
7,64,10000000,270.7603,86805590392,854.3649,86805590392,1483.6504,86805590392
7,65,10000000,281.7482,86805590392,858.5746,86805590392,1479.9165,86805590392
7,66,10000000,273.7992,86805590392,861.9678,86805590392,1488.1669,86805590392
7,67,10000000,277.0593,86805590392,859.4494,86805590392,1471.7377,86805590392
7,68,10000000,272.342,86805590392,847.9429,86805590392,1488.577,86805590392
7,69,10000000,282.1561,86805590392,856.8828,86805590392,1483.9068,86805590392
7,70,10000000,273.8368,86805590392,871.1224,86805590392,1487.7564,86805590392
7,71,10000000,279.1356,86805590392,855.2189,86805590392,1478.8099,86805590392
7,72,10000000,275.6349,86805590392,882.0606,86805590392,1491.5257,86805590392
7,73,10000000,281.2657,86805590392,852.749,86805590392,1486.4971,86805590392
7,74,10000000,275.0997,86805590392,849.3008,86805590392,1482.0032,86805590392
7,75,10000000,280.5229,86805590392,857.2699,86805590392,1486.0803,86805590392
7,76,10000000,282.7389,86805590392,856.0015,86805590392,1491.9956,86805590392
7,77,10000000,277.0858,86805590392,850.7995,86805590392,1500.4721,86805590392
7,78,10000000,283.6419,86805590392,851.0096,86805590392,1499.2735,86805590392
7,79,10000000,277.3177,86805590392,858.6208,86805590392,1490.6537,86805590392
7,80,10000000,288.5428,86805590392,851.92,86805590392,1471.5488,86805590392
7,81,10000000,276.1202,86805590392,853.9971,86805590392,1489.8739,86805590392
7,82,10000000,271.8144,86805590392,849.4991,86805590392,1489.3053,86805590392
7,83,10000000,280.7392,86805590392,844.9274,86805590392,1480.4969,86805590392
7,84,10000000,277.8866,86805590392,863.4169,86805590392,1473.1509,86805590392
7,85,10000000,273.8769,86805590392,859.4222,86805590392,1492.1627,86805590392
7,86,10000000,272.0719,86805590392,855.1122,86805590392,1479.2977,86805590392
7,87,10000000,279.6962,86805590392,848.564,86805590392,1472.9009,86805590392
7,88,10000000,281.4747,86805590392,847.6094,86805590392,1489.2879,86805590392
7,89,10000000,274.1047,86805590392,856.9469,86805590392,1474.6684,86805590392
7,90,10000000,274.7986,86805590392,861.2434,86805590392,1473.6069,86805590392
7,91,10000000,275.6469,86805590392,851.6973,86805590392,1473.9817,86805590392
7,92,10000000,270.0554,86805590392,844.3887,86805590392,1490.4754,86805590392
7,93,10000000,272.7097,86805590392,848.5309,86805590392,1483.8997,86805590392
7,94,10000000,278.6638,86805590392,845.498,86805590392,1478.4335,86805590392
7,95,10000000,281.8693,86805590392,864.2423,86805590392,1480.5824,86805590392
7,96,10000000,281.0516,86805590392,863.7201,86805590392,1479.183,86805590392
7,97,10000000,271.1784,86805590392,858.1871,86805590392,1479.111,86805590392
7,98,10000000,279.597,86805590392,858.2836,86805590392,1479.2039,86805590392
7,99,10000000,276.3746,86805590392,845.1145,86805590392,1473.2149,86805590392
8,0,10000000,295.505,43402795260,775.2852,43402795260,1498.7683,43402795260
8,1,10000000,304.2895,43402795260,763.9821,43402795260,1503.007,43402795260
8,2,10000000,297.6358,43402795260,760.573,43402795260,1502.598,43402795260
8,3,10000000,294.1032,43402795260,770.3953,43402795260,1505.0827,43402795260
8,4,10000000,297.8203,43402795260,758.7985,43402795260,1497.7873,43402795260
8,5,10000000,305.751,43402795260,766.5728,43402795260,1499.0208,43402795260
8,6,10000000,297.0423,43402795260,766.4883,43402795260,1504.9822,43402795260
8,7,10000000,305.3918,43402795260,768.488,43402795260,1504.0954,43402795260
8,8,10000000,301.0662,43402795260,763.6972,43402795260,1508.6498,43402795260
8,9,10000000,297.3617,43402795260,785.829,43402795260,1491.5966,43402795260
8,10,10000000,295.6423,43402795260,764.2999,43402795260,1499.9818,43402795260
8,11,10000000,301.2951,43402795260,770.1518,43402795260,1492.8591,43402795260
8,12,10000000,300.1935,43402795260,768.852,43402795260,1499.5009,43402795260
8,13,10000000,300.1676,43402795260,776.9874,43402795260,1499.6859,43402795260
8,14,10000000,298.9271,43402795260,768.0268,43402795260,1501.3061,43402795260
8,15,10000000,294.4932,43402795260,772.1102,43402795260,1508.5301,43402795260
8,16,10000000,306.2214,43402795260,764.7677,43402795260,1499.9922,43402795260
8,17,10000000,292.4223,43402795260,777.8888,43402795260,1502.7047,43402795260
8,18,10000000,303.0057,43402795260,771.8548,43402795260,1495.2287,43402795260
8,19,10000000,300.4441,43402795260,770.0592,43402795260,1500.9709,43402795260
8,20,10000000,301.6081,43402795260,766.3655,43402795260,1499.1256,43402795260
8,21,10000000,306.3427,43402795260,772.0638,43402795260,1501.9018,43402795260
8,22,10000000,297.8399,43402795260,776.2914,43402795260,1499.3442,43402795260
8,23,10000000,294.1165,43402795260,774.0214,43402795260,1507.4099,43402795260
8,24,10000000,297.4596,43402795260,768.0045,43402795260,1501.4419,43402795260
8,25,10000000,303.6512,43402795260,776.6077,43402795260,1503.2702,43402795260
8,26,10000000,308.933,43402795260,766.8807,43402795260,1501.7175,43402795260
8,27,10000000,300.7901,43402795260,762.5566,43402795260,1498.7157,43402795260
8,28,10000000,299.1266,43402795260,774.1436,43402795260,1500.6773,43402795260
8,29,10000000,298.8138,43402795260,767.5361,43402795260,1502.927,43402795260
8,30,10000000,303.9693,43402795260,765.756,43402795260,1483.848,43402795260
8,31,10000000,301.6874,43402795260,761.8517,43402795260,1496.9564,43402795260
8,32,10000000,297.2903,43402795260,764.9366,43402795260,1501.2175,43402795260
8,33,10000000,297.3112,43402795260,770.155,43402795260,1496.1548,43402795260
8,34,10000000,302.5832,43402795260,768.9159,43402795260,1497.6263,43402795260
8,35,10000000,300.1054,43402795260,766.0271,43402795260,1502.0103,43402795260
8,36,10000000,296.8915,43402795260,769.1941,43402795260,1487.3517,43402795260
8,37,10000000,296.1072,43402795260,773.0051,43402795260,1492.2829,43402795260
8,38,10000000,296.6416,43402795260,768.5901,43402795260,1496.2886,43402795260
8,39,10000000,309.0126,43402795260,777.6257,43402795260,1499.1498,43402795260
8,40,10000000,302.2528,43402795260,766.392,43402795260,1493.2812,43402795260
8,41,10000000,300.6585,43402795260,765.9416,43402795260,1494.5778,43402795260
8,42,10000000,291.0815,43402795260,763.3619,43402795260,1492.8141,43402795260
8,43,10000000,294.595,43402795260,772.5072,43402795260,1503.3421,43402795260
8,44,10000000,298.4645,43402795260,765.1719,43402795260,1498.9892,43402795260
8,45,10000000,300.2716,43402795260,778.0608,43402795260,1496.1661,43402795260
8,46,10000000,304.8574,43402795260,765.214,43402795260,1493.451,43402795260
8,47,10000000,296.8603,43402795260,765.1272,43402795260,1501.6306,43402795260
8,48,10000000,304.7526,43402795260,769.5785,43402795260,1494.2966,43402795260
8,49,10000000,294.8323,43402795260,773.0891,43402795260,1499.4841,43402795260
8,50,10000000,305.4687,43402795260,775.8758,43402795260,1494.9897,43402795260
8,51,10000000,295.8483,43402795260,759.7787,43402795260,1503.7285,43402795260
8,52,10000000,298.5479,43402795260,771.2801,43402795260,1493.9264,43402795260
8,53,10000000,307.7094,43402795260,773.4738,43402795260,1490.6916,43402795260
8,54,10000000,295.291,43402795260,764.6738,43402795260,1488.8127,43402795260
8,55,10000000,293.4998,43402795260,767.7851,43402795260,1491.2831,43402795260
8,56,10000000,300.0382,43402795260,761.5543,43402795260,1490.0629,43402795260
8,57,10000000,303.7653,43402795260,760.4978,43402795260,1493.8343,43402795260
8,58,10000000,301.8179,43402795260,768.646,43402795260,1495.0373,43402795260
8,59,10000000,296.9393,43402795260,766.8345,43402795260,1484.4594,43402795260
8,60,10000000,294.5533,43402795260,773.8392,43402795260,1495.2872,43402795260
8,61,10000000,308.9239,43402795260,771.642,43402795260,1497.1186,43402795260
8,62,10000000,300.7926,43402795260,766.7419,43402795260,1500.2702,43402795260
8,63,10000000,302.0449,43402795260,767.4085,43402795260,1505.5167,43402795260
8,64,10000000,297.8195,43402795260,762.8779,43402795260,1493.3442,43402795260
8,65,10000000,300.8393,43402795260,767.1476,43402795260,1491.2709,43402795260
8,66,10000000,297.0527,43402795260,761.1788,43402795260,1499.9534,43402795260
8,67,10000000,309.8516,43402795260,780.404,43402795260,1493.7279,43402795260
8,68,10000000,307.4237,43402795260,764.4708,43402795260,1491.4487,43402795260
8,69,10000000,298.4915,43402795260,771.3379,43402795260,1490.537,43402795260
8,70,10000000,294.6543,43402795260,764.7636,43402795260,1494.577,43402795260
8,71,10000000,297.8298,43402795260,769.4904,43402795260,1486.5254,43402795260
8,72,10000000,295.781,43402795260,764.1414,43402795260,1487.2606,43402795260
8,73,10000000,289.8419,43402795260,763.318,43402795260,1498.4376,43402795260
8,74,10000000,296.7671,43402795260,763.8286,43402795260,1498.049,43402795260
8,75,10000000,294.1393,43402795260,770.3091,43402795260,1498.1764,43402795260
8,76,10000000,294.653,43402795260,763.1164,43402795260,1492.473,43402795260
8,77,10000000,295.5345,43402795260,767.9415,43402795260,1504.1013,43402795260
8,78,10000000,292.4696,43402795260,765.0057,43402795260,1495.1693,43402795260
8,79,10000000,293.7909,43402795260,771.6077,43402795260,1490.0782,43402795260
8,80,10000000,294.1016,43402795260,765.2959,43402795260,1490.24,43402795260
8,81,10000000,301.7531,43402795260,774.5069,43402795260,1498.3468,43402795260
8,82,10000000,303.578,43402795260,767.8103,43402795260,1496.9304,43402795260
8,83,10000000,294.9464,43402795260,762.0331,43402795260,1491.7022,43402795260
8,84,10000000,310.7913,43402795260,770.5506,43402795260,1501.2235,43402795260
8,85,10000000,295.0783,43402795260,766.4915,43402795260,1501.2123,43402795260
8,86,10000000,299.163,43402795260,758.12,43402795260,1516.898,43402795260
8,87,10000000,300.84,43402795260,759.622,43402795260,1505.1662,43402795260
8,88,10000000,306.6541,43402795260,763.0052,43402795260,1486.7836,43402795260
8,89,10000000,299.4613,43402795260,766.9601,43402795260,1486.1469,43402795260
8,90,10000000,299.681,43402795260,772.4053,43402795260,1485.2065,43402795260
8,91,10000000,293.7064,43402795260,757.7001,43402795260,1499.0588,43402795260
8,92,10000000,297.8616,43402795260,770.1673,43402795260,1492.1758,43402795260
8,93,10000000,297.2601,43402795260,765.1497,43402795260,1494.2038,43402795260
8,94,10000000,298.8213,43402795260,769.067,43402795260,1497.0994,43402795260
8,95,10000000,303.2599,43402795260,763.3563,43402795260,1499.9584,43402795260
8,96,10000000,289.3511,43402795260,764.6657,43402795260,1504.2694,43402795260
8,97,10000000,306.0855,43402795260,761.85,43402795260,1482.4958,43402795260
8,98,10000000,296.0954,43402795260,772.4591,43402795260,1502.4951,43402795260
8,99,10000000,306.4396,43402795260,774.9649,43402795260,1502.6157,43402795260
9,0,10000000,304.8758,21701398376,818.6191,21701398376,1534.5823,21701398376
9,1,10000000,298.0222,21701398376,824.0321,21701398376,1516.5728,21701398376
9,2,10000000,298.5022,21701398376,822.4114,21701398376,1514.3722,21701398376
9,3,10000000,291.8077,21701398376,818.4585,21701398376,1520.8497,21701398376
9,4,10000000,297.7983,21701398376,822.5611,21701398376,1520.8581,21701398376
9,5,10000000,292.599,21701398376,818.7083,21701398376,1522.3221,21701398376
9,6,10000000,294.3941,21701398376,831.3533,21701398376,1522.9269,21701398376
9,7,10000000,298.2046,21701398376,823.4022,21701398376,1516.6095,21701398376
9,8,10000000,302.6138,21701398376,842.8572,21701398376,1536.3739,21701398376
9,9,10000000,297.5001,21701398376,841.4292,21701398376,1539.0065,21701398376
9,10,10000000,305.551,21701398376,835.075,21701398376,1530.5927,21701398376
9,11,10000000,300.1268,21701398376,829.7968,21701398376,1523.178,21701398376
9,12,10000000,295.1757,21701398376,831.1568,21701398376,1547.5226,21701398376
9,13,10000000,299.9501,21701398376,833.1526,21701398376,1532.4636,21701398376
9,14,10000000,301.1818,21701398376,836.6827,21701398376,1534.5344,21701398376
9,15,10000000,300.6215,21701398376,830.7592,21701398376,1524.2302,21701398376
9,16,10000000,310.9655,21701398376,823.7097,21701398376,1515.9108,21701398376
9,17,10000000,301.9797,21701398376,836.2639,21701398376,1521.2425,21701398376
9,18,10000000,297.2578,21701398376,827.0334,21701398376,1536.5731,21701398376
9,19,10000000,299.551,21701398376,840.0519,21701398376,1533.6583,21701398376
9,20,10000000,296.053,21701398376,826.1656,21701398376,1535.0856,21701398376
9,21,10000000,297.1816,21701398376,831.7859,21701398376,1526.5233,21701398376
9,22,10000000,293.7153,21701398376,831.7301,21701398376,1535.7403,21701398376
9,23,10000000,299.5997,21701398376,837.482,21701398376,1524.6474,21701398376
9,24,10000000,291.884,21701398376,823.475,21701398376,1526.2647,21701398376
9,25,10000000,299.9513,21701398376,824.329,21701398376,1535.8086,21701398376
9,26,10000000,301.8252,21701398376,833.0491,21701398376,1535.0454,21701398376
9,27,10000000,296.6533,21701398376,839.4636,21701398376,1543.2682,21701398376
9,28,10000000,296.9755,21701398376,842.5472,21701398376,1541.1159,21701398376
9,29,10000000,302.3984,21701398376,833.2733,21701398376,1532.2316,21701398376
9,30,10000000,300.8939,21701398376,828.8715,21701398376,1553.9261,21701398376
9,31,10000000,301.0796,21701398376,836.4893,21701398376,1550.2197,21701398376
9,32,10000000,297.8618,21701398376,833.1625,21701398376,1537.2286,21701398376
9,33,10000000,293.5093,21701398376,838.34,21701398376,1534.9521,21701398376
9,34,10000000,297.0422,21701398376,846.5045,21701398376,1534.3904,21701398376
9,35,10000000,305.2288,21701398376,829.8545,21701398376,1541.4753,21701398376
9,36,10000000,303.976,21701398376,821.9774,21701398376,1532.3711,21701398376
9,37,10000000,293.4428,21701398376,833.1204,21701398376,1532.9433,21701398376
9,38,10000000,303.5346,21701398376,827.0387,21701398376,1532.0506,21701398376
9,39,10000000,301.3512,21701398376,836.872,21701398376,1527.819,21701398376
9,40,10000000,298.0714,21701398376,824.9028,21701398376,1536.4174,21701398376
9,41,10000000,303.925,21701398376,833.8923,21701398376,1536.7457,21701398376
9,42,10000000,295.0684,21701398376,824.8668,21701398376,1526.965,21701398376
9,43,10000000,297.2871,21701398376,836.6345,21701398376,1522.4991,21701398376
9,44,10000000,296.289,21701398376,820.2629,21701398376,1534.6034,21701398376
9,45,10000000,302.2126,21701398376,827.3171,21701398376,1531.6436,21701398376
9,46,10000000,304.2668,21701398376,836.8608,21701398376,1554.6308,21701398376
9,47,10000000,302.4032,21701398376,826.9809,21701398376,1538.4714,21701398376
9,48,10000000,291.0139,21701398376,838.6903,21701398376,1519.7266,21701398376
9,49,10000000,291.9108,21701398376,823.4807,21701398376,1528.5376,21701398376
9,50,10000000,302.8111,21701398376,822.1126,21701398376,1522.9481,21701398376
9,51,10000000,300.6036,21701398376,830.4816,21701398376,1527.2753,21701398376
9,52,10000000,291.9187,21701398376,817.4058,21701398376,1530.1962,21701398376
9,53,10000000,299.7926,21701398376,824.561,21701398376,1517.6278,21701398376
9,54,10000000,299.2504,21701398376,820.1988,21701398376,1523.4838,21701398376
9,55,10000000,294.4407,21701398376,843.0951,21701398376,1527.6678,21701398376
9,56,10000000,301.0684,21701398376,819.627,21701398376,1523.9161,21701398376
9,57,10000000,301.6834,21701398376,827.0314,21701398376,1524.8958,21701398376
9,58,10000000,292.8688,21701398376,822.5391,21701398376,1520.74,21701398376
9,59,10000000,300.0244,21701398376,824.4459,21701398376,1526.1493,21701398376
9,60,10000000,299.1271,21701398376,833.6311,21701398376,1518.4508,21701398376
9,61,10000000,301.0828,21701398376,826.2611,21701398376,1514.9427,21701398376
9,62,10000000,306.7473,21701398376,819.5463,21701398376,1520.5159,21701398376
9,63,10000000,291.6373,21701398376,816.4252,21701398376,1519.5182,21701398376
9,64,10000000,296.8081,21701398376,837.983,21701398376,1523.9392,21701398376
9,65,10000000,295.5944,21701398376,821.6691,21701398376,1525.4542,21701398376
9,66,10000000,294.8629,21701398376,828.9614,21701398376,1521.5257,21701398376
9,67,10000000,303.952,21701398376,822.9008,21701398376,1524.5311,21701398376
9,68,10000000,296.5865,21701398376,833.4746,21701398376,1526.4053,21701398376
9,69,10000000,292.2389,21701398376,815.8469,21701398376,1527.6455,21701398376
9,70,10000000,299.4146,21701398376,838.5829,21701398376,1519.8886,21701398376
9,71,10000000,293.6851,21701398376,820.6707,21701398376,1523.2181,21701398376
9,72,10000000,297.0273,21701398376,820.3221,21701398376,1521.2981,21701398376
9,73,10000000,294.7169,21701398376,815.3585,21701398376,1523.9929,21701398376
9,74,10000000,294.6842,21701398376,822.6777,21701398376,1519.1502,21701398376
9,75,10000000,301.2061,21701398376,820.7775,21701398376,1521.2465,21701398376
9,76,10000000,293.4717,21701398376,820.6804,21701398376,1520.8422,21701398376
9,77,10000000,289.179,21701398376,825.9403,21701398376,1508.929,21701398376
9,78,10000000,293.8672,21701398376,833.5321,21701398376,1510.2823,21701398376
9,79,10000000,295.5111,21701398376,824.9402,21701398376,1516.6099,21701398376
9,80,10000000,293.4071,21701398376,815.0971,21701398376,1515.4331,21701398376
9,81,10000000,299.4642,21701398376,826.6137,21701398376,1523.3598,21701398376
9,82,10000000,294.8614,21701398376,819.9098,21701398376,1515.4575,21701398376
9,83,10000000,299.7258,21701398376,818.0301,21701398376,1515.6467,21701398376
9,84,10000000,294.7855,21701398376,819.5929,21701398376,1518.2839,21701398376
9,85,10000000,312.8246,21701398376,827.8539,21701398376,1508.9188,21701398376
9,86,10000000,297.6341,21701398376,837.5882,21701398376,1517.1844,21701398376
9,87,10000000,292.6347,21701398376,823.8401,21701398376,1516.1542,21701398376
9,88,10000000,298.8857,21701398376,828.7538,21701398376,1514.1901,21701398376
9,89,10000000,296.3385,21701398376,834.5799,21701398376,1515.0005,21701398376
9,90,10000000,305.4617,21701398376,829.3694,21701398376,1521.1066,21701398376
9,91,10000000,292.7044,21701398376,834.148,21701398376,1535.287,21701398376
9,92,10000000,293.1602,21701398376,821.3556,21701398376,1513.5499,21701398376
9,93,10000000,292.4259,21701398376,820.0778,21701398376,1516.3029,21701398376
9,94,10000000,294.3136,21701398376,813.8736,21701398376,1523.6486,21701398376
9,95,10000000,294.2176,21701398376,821.4721,21701398376,1513.7939,21701398376
9,96,10000000,302.1598,21701398376,821.9919,21701398376,1520.3808,21701398376
9,97,10000000,303.6613,21701398376,822.104,21701398376,1518.3759,21701398376
9,98,10000000,295.7144,21701398376,822.2076,21701398376,1525.4176,21701398376
9,99,10000000,293.2202,21701398376,833.8296,21701398376,1518.8168,21701398376
10,0,10000000,384.6373,10850699380,791.2002,10850699380,1539.5425,10850699380
10,1,10000000,372.5365,10850699380,793.1788,10850699380,1537.7317,10850699380
10,2,10000000,366.4391,10850699380,798.248,10850699380,1532.442,10850699380
10,3,10000000,359.3396,10850699380,791.7629,10850699380,1540.2358,10850699380
10,4,10000000,360.2258,10850699380,802.6139,10850699380,1539.2547,10850699380
10,5,10000000,368.2103,10850699380,780.1868,10850699380,1541.656,10850699380
10,6,10000000,370.389,10850699380,787.8422,10850699380,1534.694,10850699380
10,7,10000000,372.8149,10850699380,798.7885,10850699380,1541.0755,10850699380
10,8,10000000,362.7986,10850699380,782.2209,10850699380,1539.7351,10850699380
10,9,10000000,367.8478,10850699380,791.8046,10850699380,1542.1972,10850699380
