bits,i,size,MSH,t1,MMP,t2,PMP,t3
6,89,10000000,115.6273,307812500,588.0285,314843750,1255.3089,323906250
6,90,10000000,116.8059,307812500,588.9971,314843750,1257.4517,323906250
6,91,10000000,116.6115,307812500,590.5788,314843750,1256.3705,323906250
6,92,10000000,114.7101,307812500,588.7357,314843750,1256.7786,323906250
6,93,10000000,116.342,307812500,589.0573,314843750,1254.7002,323906250
6,94,10000000,120.3633,307812500,589.5614,314843750,1254.8912,323906250
6,95,10000000,114.6497,307812500,587.8716,314843750,1257.2652,323906250
6,96,10000000,117.9019,307812500,588.16,314843750,1256.8984,323906250
6,97,10000000,118.6499,307812500,590.0421,314843750,1255.2221,323906250
6,98,10000000,120.7397,307812500,589.0874,314843750,1256.1188,323906250
6,99,10000000,114.7161,307812500,587.8986,314843750,1256.285,323906250
7,0,10000000,116.3853,632500000,588.9996,634609375,1256.9803,633203125
7,1,10000000,117.212,632500000,586.8332,634609375,1258.4293,633203125
7,2,10000000,114.5491,632500000,588.0516,634609375,1256.222,633203125
7,3,10000000,115.0647,632500000,588.067,634609375,1253.8895,633203125
7,4,10000000,115.6246,632500000,589.4581,634609375,1257.2294,633203125
7,5,10000000,114.6394,632500000,590.7331,634609375,1256.9133,633203125
7,6,10000000,115.9904,632500000,591.6867,634609375,1255.572,633203125
7,7,10000000,118.4763,632500000,589.9597,634609375,1257.1034,633203125
7,8,10000000,114.2982,632500000,588.2931,634609375,1255.8038,633203125
7,9,10000000,115.7343,632500000,589.196,634609375,1256.9736,633203125
7,10,10000000,116.9325,632500000,589.7395,634609375,1259.7677,633203125
7,11,10000000,116.0387,632500000,590.3192,634609375,1255.3575,633203125
7,12,10000000,117.259,632500000,589.4424,634609375,1258.0521,633203125
7,13,10000000,115.6766,632500000,590.4101,634609375,1257.3026,633203125
7,14,10000000,115.8297,632500000,589.9226,634609375,1256.6949,633203125
7,15,10000000,115.0813,632500000,587.2818,634609375,1257.1874,633203125
7,16,10000000,118.7635,632500000,590.3755,634609375,1256.4956,633203125
7,17,10000000,115.2388,632500000,589.4823,634609375,1257.7804,633203125
7,18,10000000,114.8495,632500000,590.6058,634609375,1258.9058,633203125
7,19,10000000,115.1107,632500000,589.9547,634609375,1260.1771,633203125
7,20,10000000,117.6704,632500000,588.0356,634609375,1255.9065,633203125
7,21,10000000,118.0341,632500000,588.7135,634609375,1254.454,633203125
7,22,10000000,116.8835,632500000,590.0326,634609375,1256.2718,633203125
7,23,10000000,121.3252,632500000,593.0525,634609375,1254.0456,633203125
7,24,10000000,116.1804,632500000,591.4441,634609375,1253.8961,633203125
7,25,10000000,116.4873,632500000,590.0169,634609375,1255.8101,633203125
7,26,10000000,116.0912,632500000,592.6255,634609375,1254.5799,633203125
7,27,10000000,119.4482,632500000,591.2586,634609375,1256.3247,633203125
7,28,10000000,116.4086,632500000,589.6459,634609375,1255.8672,633203125
7,29,10000000,117.4611,632500000,588.7127,634609375,1253.8433,633203125
7,30,10000000,117.8613,632500000,587.5827,634609375,1255.1045,633203125
7,31,10000000,121.5849,632500000,588.0981,634609375,1255.8688,633203125
7,32,10000000,117.746,632500000,589.237,634609375,1255.9382,633203125
7,33,10000000,117.9847,632500000,588.4511,634609375,1258.1784,633203125
7,34,10000000,115.2312,632500000,589.3383,634609375,1256.9811,633203125
7,35,10000000,118.0191,632500000,587.6503,634609375,1260.214,633203125
7,36,10000000,113.8553,632500000,587.1573,634609375,1258.1977,633203125
7,37,10000000,119.0904,632500000,590.001,634609375,1255.7443,633203125
7,38,10000000,115.3977,632500000,588.2137,634609375,1257.2887,633203125
7,39,10000000,117.079,632500000,588.7924,634609375,1257.286,633203125
7,40,10000000,117.4515,632500000,588.1205,634609375,1255.5926,633203125
7,41,10000000,115.0944,632500000,588.8748,634609375,1261.0285,633203125
7,42,10000000,116.1492,632500000,588.027,634609375,1261.227,633203125
7,43,10000000,116.1582,632500000,592.3617,634609375,1277.1921,633203125
7,44,10000000,116.2926,632500000,591.2636,634609375,1264.7812,633203125
7,45,10000000,115.5929,632500000,587.81,634609375,1268.6574,633203125
7,46,10000000,115.1445,632500000,594.539,634609375,1253.6303,633203125
7,47,10000000,115.3726,632500000,589.0446,634609375,1260.3519,633203125
7,48,10000000,118.86,632500000,589.76,634609375,1270.9949,633203125
7,49,10000000,119.097,632500000,589.1269,634609375,1265.7014,633203125
7,50,10000000,116.7744,632500000,592.271,634609375,1274.4585,633203125
7,51,10000000,116.9249,632500000,592.6498,634609375,1254.0256,633203125
7,52,10000000,116.157,632500000,587.6558,634609375,1258.2997,633203125
7,53,10000000,113.9792,632500000,599.8412,634609375,1256.3759,633203125
7,54,10000000,116.641,632500000,592.5047,634609375,1256.408,633203125
7,55,10000000,117.236,632500000,587.42,634609375,1256.2702,633203125
7,56,10000000,116.8441,632500000,589.4179,634609375,1268.5969,633203125
7,57,10000000,114.446,632500000,588.5009,634609375,1258.5619,633203125
7,58,10000000,115.0198,632500000,586.9747,634609375,1255.07,633203125
7,59,10000000,116.084,632500000,590.2996,634609375,1254.2431,633203125
7,60,10000000,113.2681,632500000,587.8022,634609375,1257.6796,633203125
7,61,10000000,114.6579,632500000,590.0599,634609375,1254.9044,633203125
7,62,10000000,113.8228,632500000,588.8991,634609375,1257.2794,633203125
7,63,10000000,118.5032,632500000,587.0352,634609375,1261.4902,633203125
7,64,10000000,115.0986,632500000,590.2795,634609375,1257.836,633203125
7,65,10000000,115.5841,632500000,592.2919,634609375,1255.4326,633203125
7,66,10000000,117.0285,632500000,588.4635,634609375,1267.3339,633203125
7,67,10000000,118.292,632500000,587.755,634609375,1251.5784,633203125
7,68,10000000,114.8653,632500000,592.4796,634609375,1258.6334,633203125
7,69,10000000,113.1769,632500000,588.8697,634609375,1259.822,633203125
7,70,10000000,116.3434,632500000,588.191,634609375,1252.7208,633203125
7,71,10000000,112.8326,632500000,589.1653,634609375,1252.5301,633203125
7,72,10000000,118.1788,632500000,592.0936,634609375,1252.2193,633203125
7,73,10000000,116.6057,632500000,588.6848,634609375,1260.883,633203125
7,74,10000000,114.3543,632500000,588.4424,634609375,1253.4748,633203125
7,75,10000000,117.2248,632500000,591.697,634609375,1255.9515,633203125
7,76,10000000,118.0544,632500000,587.3644,634609375,1254.7567,633203125
7,77,10000000,116.9672,632500000,588.1987,634609375,1262.8884,633203125
7,78,10000000,116.2654,632500000,587.77,634609375,1254.8495,633203125
7,79,10000000,115.2206,632500000,588.1621,634609375,1254.9968,633203125
7,80,10000000,115.7263,632500000,589.617,634609375,1252.868,633203125
7,81,10000000,115.6761,632500000,587.3649,634609375,1257.3381,633203125
7,82,10000000,116.5748,632500000,587.9981,634609375,1255.2242,633203125
7,83,10000000,115.2895,632500000,587.6245,634609375,1254.1851,633203125
7,84,10000000,115.2148,632500000,587.6541,634609375,1255.8126,633203125
7,85,10000000,117.3335,632500000,587.2637,634609375,1257.62,633203125
7,86,10000000,115.1687,632500000,588.4963,634609375,1254.9279,633203125
7,87,10000000,114.2755,632500000,588.8501,634609375,1256.2443,633203125
7,88,10000000,117.7253,632500000,588.3435,634609375,1264.3464,633203125
7,89,10000000,116.9035,632500000,588.4811,634609375,1255.6897,633203125
7,90,10000000,115.2582,632500000,589.603,634609375,1253.8639,633203125
7,91,10000000,120.8736,632500000,590.8125,634609375,1252.758,633203125
7,92,10000000,118.7353,632500000,588.8833,634609375,1253.5321,633203125
7,93,10000000,118.2936,632500000,592.3595,634609375,1260.9148,633203125
7,94,10000000,117.6724,632500000,589.3026,634609375,1260.235,633203125
7,95,10000000,115.4038,632500000,591.8602,634609375,1255.1556,633203125
7,96,10000000,118.5763,632500000,590.6112,634609375,1256.9227,633203125
7,97,10000000,114.9548,632500000,588.5725,634609375,1257.6497,633203125
7,98,10000000,117.2832,632500000,589.3848,634609375,1256.6144,633203125
7,99,10000000,116.1862,632500000,589.7099,634609375,1254.0661,633203125
8,0,10000000,116.6075,1290273802,588.4862,1267109352,1255.8632,1226641176
8,1,10000000,116.2574,1290273802,588.7085,1267109352,1257.5673,1226641176
8,2,10000000,120.3183,1290273802,594.6894,1267109352,1261.7277,1226641176
8,3,10000000,117.0975,1290273802,592.9345,1267109352,1261.5857,1226641176
8,4,10000000,114.7754,1290273802,589.9372,1267109352,1259.4786,1226641176
8,5,10000000,115.8767,1290273802,594.0939,1267109352,1265.1939,1226641176
8,6,10000000,116.115,1290273802,591.1776,1267109352,1270.3926,1226641176
8,7,10000000,121.0991,1290273802,591.6137,1267109352,1257.488,1226641176
8,8,10000000,118.2197,1290273802,591.8855,1267109352,1259.8156,1226641176
8,9,10000000,116.2023,1290273802,587.652,1267109352,1256.5948,1226641176
8,10,10000000,115.9781,1290273802,587.02,1267109352,1258.5712,1226641176
8,11,10000000,117.7307,1290273802,591.1468,1267109352,1268.7343,1226641176
8,12,10000000,115.0218,1290273802,596.3807,1267109352,1261.9337,1226641176
8,13,10000000,115.0967,1290273802,598.4975,1267109352,1254.3389,1226641176
8,14,10000000,118.595,1290273802,589.1633,1267109352,1252.9481,1226641176
8,15,10000000,116.8033,1290273802,590.0758,1267109352,1259.7062,1226641176
8,16,10000000,116.2148,1290273802,592.0997,1267109352,1254.8996,1226641176
8,17,10000000,115.867,1290273802,594.0715,1267109352,1254.6179,1226641176
8,18,10000000,115.9282,1290273802,588.2453,1267109352,1260.8159,1226641176
8,19,10000000,120.7965,1290273802,587.3361,1267109352,1265.5667,1226641176
8,20,10000000,118.4873,1290273802,589.0852,1267109352,1255.3426,1226641176
8,21,10000000,116.4146,1290273802,586.9808,1267109352,1266.1886,1226641176
8,22,10000000,116.1146,1290273802,588.4605,1267109352,1259.5761,1226641176
8,23,10000000,122.0851,1290273802,590.153,1267109352,1268.2087,1226641176
8,24,10000000,115.7824,1290273802,589.1696,1267109352,1263.4834,1226641176
8,25,10000000,120.7843,1290273802,594.0032,1267109352,1265.2939,1226641176
8,26,10000000,115.525,1290273802,591.1454,1267109352,1259.8617,1226641176
8,27,10000000,115.8851,1290273802,595.5894,1267109352,1258.1098,1226641176
8,28,10000000,120.663,1290273802,589.4853,1267109352,1266.4171,1226641176
8,29,10000000,116.3603,1290273802,590.8642,1267109352,1256.6177,1226641176
8,30,10000000,116.8163,1290273802,588.8686,1267109352,1260.1107,1226641176
8,31,10000000,119.104,1290273802,595.9249,1267109352,1255.5277,1226641176
8,32,10000000,118.3117,1290273802,587.9085,1267109352,1258.1422,1226641176
8,33,10000000,115.7706,1290273802,589.0736,1267109352,1283.4367,1226641176
8,34,10000000,117.4848,1290273802,589.2962,1267109352,1256.2282,1226641176
8,35,10000000,119.453,1290273802,596.8586,1267109352,1258.6676,1226641176
8,36,10000000,118.1888,1290273802,594.3951,1267109352,1262.6131,1226641176
8,37,10000000,121.585,1290273802,591.529,1267109352,1260.2918,1226641176
8,38,10000000,115.321,1290273802,587.4816,1267109352,1272.94,1226641176
8,39,10000000,123.4903,1290273802,598.6849,1267109352,1253.4448,1226641176
8,40,10000000,116.2665,1290273802,590.6057,1267109352,1260.599,1226641176
8,41,10000000,117.707,1290273802,591.2089,1267109352,1256.2701,1226641176
8,42,10000000,115.7897,1290273802,594.3411,1267109352,1260.5216,1226641176
8,43,10000000,120.6145,1290273802,587.4802,1267109352,1261.8566,1226641176
8,44,10000000,121.6062,1290273802,595.2205,1267109352,1260.3254,1226641176
8,45,10000000,118.3629,1290273802,592.0522,1267109352,1256.6014,1226641176
8,46,10000000,118.0756,1290273802,590.9143,1267109352,1258.0377,1226641176
8,47,10000000,117.0535,1290273802,588.8065,1267109352,1260.3056,1226641176
8,48,10000000,120.8318,1290273802,590.4357,1267109352,1257.7857,1226641176
8,49,10000000,118.1514,1290273802,592.5111,1267109352,1259.9511,1226641176
8,50,10000000,117.6335,1290273802,591.3345,1267109352,1260.1035,1226641176
8,51,10000000,121.225,1290273802,593.988,1267109352,1257.6015,1226641176
8,52,10000000,115.4801,1290273802,588.6326,1267109352,1259.6388,1226641176
8,53,10000000,117.8437,1290273802,588.3175,1267109352,1260.9548,1226641176
8,54,10000000,119.8288,1290273802,590.4638,1267109352,1254.6905,1226641176
8,55,10000000,116.0352,1290273802,589.8111,1267109352,1266.779,1226641176
8,56,10000000,117.5267,1290273802,588.0296,1267109352,1258.8975,1226641176
8,57,10000000,118.7175,1290273802,588.4647,1267109352,1265.2762,1226641176
8,58,10000000,117.0954,1290273802,588.7421,1267109352,1266.0738,1226641176
8,59,10000000,120.2601,1290273802,589.007,1267109352,1261.6985,1226641176
8,60,10000000,115.7073,1290273802,589.217,1267109352,1268.1404,1226641176
8,61,10000000,118.3391,1290273802,593.7748,1267109352,1269.6532,1226641176
8,62,10000000,119.1676,1290273802,589.9273,1267109352,1260.9089,1226641176
8,63,10000000,116.1299,1290273802,591.0119,1267109352,1263.2602,1226641176
8,64,10000000,124.5103,1290273802,595.9588,1267109352,1264.8823,1226641176
8,65,10000000,120.4459,1290273802,597.0967,1267109352,1269.1822,1226641176
8,66,10000000,114.197,1290273802,596.5383,1267109352,1266.5634,1226641176
8,67,10000000,116.2092,1290273802,597.7522,1267109352,1266.2227,1226641176
8,68,10000000,114.7087,1290273802,597.2141,1267109352,1264.1841,1226641176
8,69,10000000,115.6386,1290273802,602.9465,1267109352,1269.1988,1226641176
8,70,10000000,116.7879,1290273802,600.4116,1267109352,1280.4183,1226641176
8,71,10000000,116.6113,1290273802,593.7813,1267109352,1269.0654,1226641176
8,72,10000000,117.8724,1290273802,600.1106,1267109352,1274.0434,1226641176
8,73,10000000,116.2872,1290273802,587.6328,1267109352,1271.6781,1226641176
8,74,10000000,116.841,1290273802,594.9668,1267109352,1267.3875,1226641176
8,75,10000000,117.2834,1290273802,591.1414,1267109352,1261.5071,1226641176
8,76,10000000,115.2644,1290273802,593.0917,1267109352,1259.0131,1226641176
8,77,10000000,119.4041,1290273802,594.0336,1267109352,1265.6941,1226641176
8,78,10000000,119.1835,1290273802,589.912,1267109352,1260.3477,1226641176
8,79,10000000,114.5441,1290273802,594.1048,1267109352,1261.8316,1226641176
8,80,10000000,116.2033,1290273802,586.3333,1267109352,1255.8731,1226641176
8,81,10000000,116.8742,1290273802,589.3426,1267109352,1256.4011,1226641176
8,82,10000000,116.6851,1290273802,591.0258,1267109352,1266.6664,1226641176
8,83,10000000,115.4232,1290273802,590.5049,1267109352,1263.7086,1226641176
8,84,10000000,118.6627,1290273802,594.2598,1267109352,1275.1522,1226641176
8,85,10000000,115.3196,1290273802,592.2689,1267109352,1259.5145,1226641176
8,86,10000000,118.4918,1290273802,591.2012,1267109352,1265.3819,1226641176
8,87,10000000,117.3392,1290273802,592.8697,1267109352,1265.0927,1226641176
8,88,10000000,116.7878,1290273802,602.1307,1267109352,1260.5812,1226641176
8,89,10000000,115.5284,1290273802,592.517,1267109352,1263.3132,1226641176
8,90,10000000,116.5163,1290273802,591.7869,1267109352,1258.6405,1226641176
8,91,10000000,117.1397,1290273802,590.3591,1267109352,1264.381,1226641176
8,92,10000000,117.0897,1290273802,586.225,1267109352,1271.5692,1226641176
8,93,10000000,116.1616,1290273802,592.8711,1267109352,1274.2892,1226641176
8,94,10000000,118.6679,1290273802,594.1409,1267109352,1262.6857,1226641176
8,95,10000000,117.211,1290273802,586.8835,1267109352,1268.6107,1226641176
8,96,10000000,120.1094,1290273802,589.3833,1267109352,1268.8051,1226641176
8,97,10000000,117.5629,1290273802,599.4376,1267109352,1265.4652,1226641176
8,98,10000000,119.1868,1290273802,589.2016,1267109352,1257.3305,1226641176
8,99,10000000,115.8567,1290273802,596.2626,1267109352,1264.0324,1226641176
9,0,10000000,117.1926,2539472655,601.8708,2710898566,1262.5019,2542128922
9,1,10000000,122.2881,2539472655,592.889,2710898566,1265.372,2542128922
9,2,10000000,117.405,2539472655,593.3772,2710898566,1271.3448,2542128922
9,3,10000000,117.2913,2539472655,590.7386,2710898566,1261.0561,2542128922
9,4,10000000,115.9244,2539472655,590.2181,2710898566,1270.2949,2542128922
9,5,10000000,122.3542,2539472655,590.3565,2710898566,1264.2051,2542128922
9,6,10000000,121.8106,2539472655,595.3692,2710898566,1265.6259,2542128922
9,7,10000000,116.6352,2539472655,589.8432,2710898566,1260.8901,2542128922
9,8,10000000,116.2361,2539472655,593.6779,2710898566,1283.5625,2542128922
9,9,10000000,114.7605,2539472655,603.835,2710898566,1257.1791,2542128922
9,10,10000000,122.0239,2539472655,597.0092,2710898566,1274.0219,2542128922
9,11,10000000,116.1153,2539472655,595.4598,2710898566,1264.0689,2542128922
9,12,10000000,120.0825,2539472655,599.0256,2710898566,1264.5623,2542128922
9,13,10000000,114.4715,2539472655,589.1295,2710898566,1256.4527,2542128922
9,14,10000000,114.838,2539472655,593.6015,2710898566,1264.4962,2542128922
9,15,10000000,116.6466,2539472655,589.3399,2710898566,1262.7042,2542128922
9,16,10000000,120.0377,2539472655,597.2679,2710898566,1257.6112,2542128922
9,17,10000000,117.3835,2539472655,589.5586,2710898566,1266.0779,2542128922
9,18,10000000,119.6548,2539472655,600.129,2710898566,1273.6328,2542128922
9,19,10000000,115.461,2539472655,592.388,2710898566,1261.6069,2542128922
9,20,10000000,119.9029,2539472655,595.2121,2710898566,1261.4825,2542128922
9,21,10000000,120.3485,2539472655,590.993,2710898566,1257.9639,2542128922
9,22,10000000,117.3613,2539472655,596.4138,2710898566,1269.6223,2542128922
9,23,10000000,117.0165,2539472655,597.8055,2710898566,1259.3956,2542128922
9,24,10000000,116.379,2539472655,587.4935,2710898566,1260.1463,2542128922
9,25,10000000,114.5628,2539472655,589.1563,2710898566,1256.2248,2542128922
9,26,10000000,115.389,2539472655,590.3073,2710898566,1260.7268,2542128922
9,27,10000000,115.7117,2539472655,590.8487,2710898566,1264.9809,2542128922
9,28,10000000,113.7778,2539472655,589.3718,2710898566,1260.8077,2542128922
9,29,10000000,119.4454,2539472655,592.1392,2710898566,1255.1115,2542128922
9,30,10000000,116.6822,2539472655,589.5151,2710898566,1256.124,2542128922
9,31,10000000,117.502,2539472655,590.0739,2710898566,1262.9398,2542128922
9,32,10000000,117.784,2539472655,589.0719,2710898566,1264.7264,2542128922
9,33,10000000,115.6385,2539472655,593.9436,2710898566,1262.6869,2542128922
9,34,10000000,116.5757,2539472655,591.785,2710898566,1258.6886,2542128922
9,35,10000000,118.5513,2539472655,592.6937,2710898566,1256.5172,2542128922
9,36,10000000,122.9222,2539472655,598.784,2710898566,1266.8423,2542128922
9,37,10000000,119.1499,2539472655,600.2658,2710898566,1260.3771,2542128922
9,38,10000000,118.4259,2539472655,591.1937,2710898566,1256.7752,2542128922
9,39,10000000,119.7824,2539472655,592.6938,2710898566,1263.1685,2542128922
9,40,10000000,116.3722,2539472655,598.0304,2710898566,1291.1858,2542128922
9,41,10000000,121.5166,2539472655,589.6194,2710898566,1261.774,2542128922
9,42,10000000,117.1053,2539472655,588.6239,2710898566,1262.7664,2542128922
9,43,10000000,117.3968,2539472655,591.3455,2710898566,1260.0365,2542128922
9,44,10000000,118.8699,2539472655,594.4516,2710898566,1263.6222,2542128922
9,45,10000000,114.82,2539472655,595.6576,2710898566,1262.1979,2542128922
9,46,10000000,115.0542,2539472655,613.3785,2710898566,1275.2034,2542128922
9,47,10000000,120.5796,2539472655,595.0669,2710898566,1266.1327,2542128922
9,48,10000000,117.6491,2539472655,594.6632,2710898566,1260.652,2542128922
9,49,10000000,116.7669,2539472655,596.2114,2710898566,1266.4565,2542128922
9,50,10000000,115.4311,2539472655,591.5344,2710898566,1266.126,2542128922
9,51,10000000,118.2215,2539472655,596.9627,2710898566,1261.8384,2542128922
9,52,10000000,115.4029,2539472655,593.4395,2710898566,1264.1573,2542128922
9,53,10000000,120.9621,2539472655,592.6218,2710898566,1256.7525,2542128922
9,54,10000000,121.0961,2539472655,589.8599,2710898566,1258.0274,2542128922
9,55,10000000,117.974,2539472655,590.0471,2710898566,1253.129,2542128922
9,56,10000000,118.4863,2539472655,591.2893,2710898566,1255.5636,2542128922
9,57,10000000,118.1072,2539472655,588.2521,2710898566,1258.721,2542128922
9,58,10000000,116.4135,2539472655,590.2416,2710898566,1256.6414,2542128922
9,59,10000000,118.2921,2539472655,595.9837,2710898566,1253.6768,2542128922
9,60,10000000,117.1248,2539472655,588.9249,2710898566,1257.3595,2542128922
9,61,10000000,114.3261,2539472655,588.8496,2710898566,1253.8017,2542128922
9,62,10000000,116.5223,2539472655,589.0614,2710898566,1255.1912,2542128922
9,63,10000000,117.0994,2539472655,590.8128,2710898566,1260.4347,2542128922
9,64,10000000,115.431,2539472655,592.7901,2710898566,1256.1557,2542128922
9,65,10000000,123.688,2539472655,589.2321,2710898566,1252.8851,2542128922
9,66,10000000,115.9294,2539472655,587.2777,2710898566,1256.1608,2542128922
9,67,10000000,117.2182,2539472655,588.9094,2710898566,1254.2077,2542128922
9,68,10000000,115.5308,2539472655,591.1816,2710898566,1256.9537,2542128922
9,69,10000000,116.3157,2539472655,589.0244,2710898566,1255.6718,2542128922
9,70,10000000,116.163,2539472655,590.1426,2710898566,1258.2443,2542128922
9,71,10000000,115.1391,2539472655,589.1745,2710898566,1259.9236,2542128922
9,72,10000000,118.8388,2539472655,590.2031,2710898566,1258.4564,2542128922
9,73,10000000,145.8586,2539472655,688.7384,2710898566,1299.8874,2542128922
9,74,10000000,124.8706,2539472655,594.792,2710898566,1253.703,2542128922
9,75,10000000,120.8917,2539472655,589.9327,2710898566,1257.6296,2542128922
9,76,10000000,117.319,2539472655,589.1919,2710898566,1258.5559,2542128922
9,77,10000000,116.3373,2539472655,591.858,2710898566,1261.2774,2542128922
9,78,10000000,119.5364,2539472655,596.2176,2710898566,1270.5954,2542128922
9,79,10000000,119.4769,2539472655,599.7321,2710898566,1258.7597,2542128922
9,80,10000000,117.225,2539472655,593.0437,2710898566,1253.5644,2542128922
9,81,10000000,119.318,2539472655,595.7314,2710898566,1260.9159,2542128922
9,82,10000000,118.5716,2539472655,592.9713,2710898566,1254.1703,2542128922
9,83,10000000,118.7813,2539472655,595.1916,2710898566,1260.1515,2542128922
9,84,10000000,115.8902,2539472655,595.7866,2710898566,1259.6187,2542128922
9,85,10000000,117.3231,2539472655,590.7504,2710898566,1265.3866,2542128922
9,86,10000000,118.4714,2539472655,590.8175,2710898566,1277.6889,2542128922
9,87,10000000,117.3505,2539472655,588.655,2710898566,1258.3597,2542128922
9,88,10000000,118.219,2539472655,590.9881,2710898566,1259.2008,2542128922
9,89,10000000,118.1033,2539472655,595.558,2710898566,1267.5078,2542128922
9,90,10000000,121.5196,2539472655,596.5474,2710898566,1258.0859,2542128922
9,91,10000000,118.2127,2539472655,588.8656,2710898566,1257.4741,2542128922
9,92,10000000,121.5449,2539472655,587.5963,2710898566,1255.4622,2542128922
9,93,10000000,114.7575,2539472655,588.7917,2710898566,1259.3728,2542128922
9,94,10000000,116.6165,2539472655,594.2095,2710898566,1264.1538,2542128922
9,95,10000000,117.318,2539472655,595.8189,2710898566,1259.1395,2542128922
9,96,10000000,116.5841,2539472655,599.9521,2710898566,1260.0336,2542128922
9,97,10000000,117.8778,2539472655,588.3765,2710898566,1254.5241,2542128922
9,98,10000000,115.5823,2539472655,591.6709,2710898566,1256.9357,2542128922
9,99,10000000,121.1669,2539472655,596.0111,2710898566,1254.7111,2542128922
10,0,10000000,117.7516,4605097522,586.405,5077286229,1258.1945,5291747173
10,1,10000000,120.5339,4605097522,591.381,5077286229,1258.4734,5291747173
10,2,10000000,116.6076,4605097522,596.4682,5077286229,1252.6774,5291747173
10,3,10000000,118.9879,4605097522,591.9887,5077286229,1265.4692,5291747173
10,4,10000000,116.1321,4605097522,588.7962,5077286229,1253.613,5291747173
10,5,10000000,116.554,4605097522,592.8002,5077286229,1260.4753,5291747173
10,6,10000000,116.4061,4605097522,588.0667,5077286229,1252.9659,5291747173
10,7,10000000,115.4133,4605097522,589.5259,5077286229,1259.7777,5291747173
10,8,10000000,115.1844,4605097522,591.3297,5077286229,1258.5148,5291747173
10,9,10000000,120.9284,4605097522,596.0056,5077286229,1255.3244,5291747173
10,10,10000000,114.7422,4605097522,586.7888,5077286229,1255.8854,5291747173
10,11,10000000,116.6127,4605097522,594.0161,5077286229,1255.9042,5291747173
10,12,10000000,116.8599,4605097522,589.1103,5077286229,1260.5301,5291747173
10,13,10000000,116.1072,4605097522,587.4511,5077286229,1256.2363,5291747173
10,14,10000000,119.9609,4605097522,593.1057,5077286229,1254.7269,5291747173
10,15,10000000,119.3297,4605097522,587.3653,5077286229,1257.3841,5291747173
10,16,10000000,116.0524,4605097522,595.1242,5077286229,1254.1141,5291747173
10,17,10000000,114.8753,4605097522,597.8591,5077286229,1260.2954,5291747173
10,18,10000000,116.3709,4605097522,592.5838,5077286229,1257.8667,5291747173
10,19,10000000,115.4535,4605097522,590.1488,5077286229,1266.3694,5291747173
10,20,10000000,116.6609,4605097522,592.2863,5077286229,1258.4319,5291747173
10,21,10000000,117.5193,4605097522,599.9968,5077286229,1256.4497,5291747173
10,22,10000000,116.1145,4605097522,590.9928,5077286229,1263.6752,5291747173
10,23,10000000,118.5578,4605097522,587.3656,5077286229,1261.3283,5291747173
10,24,10000000,115.0066,4605097522,595.7205,5077286229,1276.2757,5291747173
10,25,10000000,118.5456,4605097522,590.2964,5077286229,1260.0056,5291747173
10,26,10000000,116.906,4605097522,589.6422,5077286229,1253.0664,5291747173
10,27,10000000,116.5192,4605097522,593.538,5077286229,1257.4788,5291747173
10,28,10000000,116.5919,4605097522,588.3564,5077286229,1259.1514,5291747173
10,29,10000000,118.2344,4605097522,590.8696,5077286229,1252.9422,5291747173
10,30,10000000,118.4257,4605097522,594.2658,5077286229,1255.3701,5291747173
10,31,10000000,116.8607,4605097522,589.9317,5077286229,1271.5917,5291747173
10,32,10000000,119.2517,4605097522,594.7239,5077286229,1260.7496,5291747173
10,33,10000000,120.4971,4605097522,595.4226,5077286229,1261.1862,5291747173
10,34,10000000,117.156,4605097522,593.2349,5077286229,1266.4114,5291747173
10,35,10000000,119.9946,4605097522,591.6032,5077286229,1257.8557,5291747173
10,36,10000000,117.7247,4605097522,588.9808,5077286229,1267.2441,5291747173
10,37,10000000,115.3377,4605097522,588.7299,5077286229,1263.952,5291747173
10,38,10000000,116.7906,4605097522,588.6188,5077286229,1257.3724,5291747173
10,39,10000000,116.2979,4605097522,592.2363,5077286229,1260.9635,5291747173
10,40,10000000,117.6939,4605097522,603.4715,5077286229,1268.3806,5291747173
10,41,10000000,117.4698,4605097522,593.8763,5077286229,1266.7589,5291747173
10,42,10000000,115.1907,4605097522,602.5814,5077286229,1264.8343,5291747173
10,43,10000000,117.6653,4605097522,592.2923,5077286229,1257.8833,5291747173
10,44,10000000,116.5845,4605097522,595.2112,5077286229,1261.826,5291747173
10,45,10000000,117.6729,4605097522,594.7134,5077286229,1272.9707,5291747173
10,46,10000000,120.67,4605097522,587.7844,5077286229,1260.9436,5291747173
10,47,10000000,117.5053,4605097522,593.2851,5077286229,1260.2768,5291747173
10,48,10000000,116.7746,4605097522,601.2062,5077286229,1263.7202,5291747173
10,49,10000000,119.2325,4605097522,596.0038,5077286229,1264.1233,5291747173
10,50,10000000,114.903,4605097522,595.7342,5077286229,1258.1821,5291747173
10,51,10000000,116.2712,4605097522,594.982,5077286229,1256.7872,5291747173
10,52,10000000,115.8685,4605097522,595.294,5077286229,1261.9888,5291747173
10,53,10000000,117.8777,4605097522,599.6889,5077286229,1269.7087,5291747173
10,54,10000000,120.5812,4605097522,597.2541,5077286229,1264.507,5291747173
10,55,10000000,117.7164,4605097522,606.1883,5077286229,1267.7503,5291747173
10,56,10000000,121.9233,4605097522,588.3251,5077286229,1260.8522,5291747173
10,57,10000000,119.2667,4605097522,593.6699,5077286229,1257.6715,5291747173
10,58,10000000,116.8369,4605097522,595.3143,5077286229,1257.6636,5291747173
